DFM,AL4_P,TM-score,TM-align,Z-score,AL0_P,QCS,Handed.,SS
0.08,87.17,0.892,0.9,12.79,74.35,98.13,0.94,0.682
0.58,64.1,0.517,0.57,4.52,37.61,59.96,0.79,0.216
0.09,97.44,0.891,0.891,8.37,94.02,95.17,0.94,0.607
0.04,98.2,0.94,0.944,8.25,95.5,97.57,0.96,0.706
0.05,96.38,0.968,0.968,10.91,95.93,98.72,0.97,0.751
0.05,96.83,0.968,0.968,10.91,95.93,98.86,0.97,0.758
0.08,85.43,0.889,0.9,12.71,74.57,97.68,0.94,0.683
0.9,46.36,0.405,0.411,1.79,40.91,44.74,0.6,0.507
0.07,84.68,0.746,0.762,7.06,76.58,88.58,0.91,0.582
0.04,98.2,0.942,0.945,8.25,95.5,97.73,0.96,0.73
0.07,87.39,0.898,0.902,13.33,74.57,98.33,0.94,0.677
0.81,50.59,0.472,0.465,3.52,49.41,53.07,0.92,0.517
0.22,40.59,0.389,0.392,0.67,31.18,56.06,0.91,0.486
0.04,95.0,0.758,0.76,5.59,85.0,93.28,0.94,0.544
0.03,98.33,0.731,0.731,5.93,93.33,82.44,0.93,0.541
0.32,42.94,0.397,0.427,2.65,36.47,54.47,0.89,0.527
0.04,98.2,0.942,0.946,8.25,95.5,97.74,0.96,0.721
0.04,98.2,0.939,0.942,8.25,95.5,97.92,0.96,0.713
0.07,0.0,0.441,0.455,1.69,0.0,62.39,0.89,0.448
0.11,60.0,0.681,0.673,9.04,48.26,97.63,0.86,0.667
0.23,90.99,0.819,0.825,7.6,84.68,87.16,0.89,0.472
0.18,59.09,0.556,0.555,3.53,43.64,67.26,0.91,0.493
0.04,98.2,0.944,0.947,8.25,95.5,97.78,0.96,0.723
0.07,51.67,0.426,0.421,0.84,45.0,48.19,0.89,0.463
0.49,58.7,0.619,0.612,7.01,35.0,69.61,0.75,0.315
0.02,98.33,0.755,0.755,6.1,88.33,95.81,0.96,0.515
0.06,97.44,0.962,0.962,8.37,96.58,98.34,0.97,0.72
0.07,96.58,0.926,0.926,8.26,94.87,96.43,0.96,0.64
0.14,96.58,0.845,0.848,8.16,89.74,90.22,0.93,0.573
0.63,69.09,0.608,0.605,4.84,63.64,74.44,0.83,0.577
0.08,76.67,0.557,0.562,3.89,63.33,77.5,0.92,0.467
0.04,98.2,0.94,0.943,8.25,95.5,97.66,0.96,0.703
0.68,0.0,0.248,0.287,-0.5,0.0,33.41,0.56,0.399
0.08,87.39,0.901,0.909,13.17,75.43,97.29,0.94,0.685
0.53,31.76,0.337,0.339,0.75,25.29,45.75,0.91,0.473
0.78,0.0,0.18,0.187,-1.08,0.0,14.08,0.64,0.124
0.04,98.2,0.942,0.945,8.25,95.5,97.81,0.96,0.692
0.05,96.83,0.968,0.968,10.91,95.93,98.86,0.97,0.758
0.14,96.58,0.845,0.848,8.16,89.74,90.22,0.93,0.573
0.32,35.88,0.368,0.367,1.46,30.59,46.29,0.88,0.484
0.06,89.82,0.845,0.861,9.06,80.84,96.24,0.95,0.66
0.12,95.73,0.838,0.839,8.06,80.34,88.83,0.93,0.578
0.61,57.26,0.534,0.543,3.37,44.44,58.97,0.76,0.187
0.53,47.65,0.45,0.449,3.36,42.35,54.75,0.92,0.517
0.08,85.87,0.886,0.896,12.41,73.04,97.35,0.94,0.67
0.04,98.2,0.92,0.923,8.25,95.5,97.11,0.95,0.681
0.03,98.33,0.788,0.788,5.93,91.67,92.68,0.94,0.546
0.07,60.59,0.619,0.629,4.79,59.41,84.34,0.97,0.639
0.02,100.0,0.971,0.971,10.18,98.8,98.83,0.98,0.75
0.26,65.45,0.599,0.592,4.18,60.0,77.79,0.91,0.522
0.75,35.45,0.333,0.352,0.37,33.64,38.92,0.55,0.444
0.07,97.44,0.938,0.938,8.37,96.58,97.2,0.96,0.654
1.29,41.76,0.38,0.374,2.49,35.29,45.46,0.79,0.506
0.09,97.44,0.931,0.93,8.37,96.58,96.74,0.96,0.649
1.42,40.59,0.392,0.388,2.25,36.47,40.1,0.88,0.473
0.16,94.87,0.815,0.82,8.16,85.47,89.28,0.93,0.545
0.04,98.2,0.937,0.943,8.25,95.5,97.52,0.96,0.693
0.13,95.73,0.844,0.843,8.16,91.45,92.15,0.94,0.549
0.07,97.44,0.943,0.943,8.37,96.58,97.36,0.96,0.66
0.17,90.6,0.815,0.823,7.95,75.21,87.47,0.92,0.553
0.3,87.33,0.874,0.871,9.66,85.52,95.75,0.86,0.582
0.32,76.07,0.625,0.663,4.31,45.3,71.93,0.86,0.246
0.03,98.2,0.948,0.95,8.25,95.5,97.92,0.97,0.72
0.18,88.89,0.793,0.796,7.54,78.63,86.95,0.91,0.466
0.18,93.16,0.8,0.816,7.85,82.05,86.59,0.92,0.535
0.04,98.2,0.931,0.934,8.25,95.5,97.28,0.96,0.69
0.77,23.53,0.195,0.232,-0.52,2.94,14.35,0.76,0.132
0.53,37.65,0.35,0.369,0.91,27.06,46.92,0.89,0.378
0.25,73.33,0.563,0.563,3.72,66.67,47.7,0.85,0.393
0.32,76.07,0.625,0.663,4.31,45.3,71.93,0.86,0.246
0.2,50.0,0.451,0.454,2.0,29.09,58.78,0.9,0.422
0.16,93.16,0.827,0.842,7.74,76.07,87.69,0.92,0.558
0.22,89.74,0.736,0.752,7.74,66.67,84.03,0.9,0.39
0.16,95.73,0.832,0.838,8.06,85.47,91.21,0.93,0.552
0.26,93.16,0.751,0.774,7.74,76.92,80.09,0.91,0.313
0.53,31.76,0.325,0.327,0.83,26.47,44.57,0.9,0.469
0.79,60.91,0.527,0.522,3.53,54.55,51.63,0.83,0.495
0.05,96.83,0.97,0.97,10.97,95.93,98.67,0.97,0.754
0.94,25.29,0.271,0.295,0.43,16.47,35.44,0.67,0.406
0.08,87.17,0.898,0.907,13.29,75.0,97.8,0.94,0.69
0.2,34.12,0.319,0.331,1.3,27.06,38.46,0.9,0.402
0.05,97.29,0.972,0.972,10.91,95.93,98.97,0.97,0.772
0.07,97.44,0.943,0.943,8.37,96.58,97.43,0.96,0.664
0.46,66.67,0.614,0.633,4.41,54.7,68.62,0.82,0.371
0.11,85.65,0.875,0.884,12.79,71.3,95.43,0.94,0.619
0.04,61.67,0.525,0.518,2.03,55.0,74.48,0.92,0.556
0.89,56.36,0.472,0.483,3.09,47.27,45.63,0.62,0.4
0.52,64.96,0.534,0.57,3.06,36.75,64.17,0.8,0.299
0.18,23.64,0.271,0.275,0.15,13.64,47.88,0.85,0.352
0.69,64.07,0.624,0.626,5.44,59.88,81.75,0.73,0.367
0.04,98.2,0.941,0.944,8.25,95.5,97.44,0.96,0.68
0.08,90.91,0.864,0.864,7.34,89.09,96.63,0.97,0.65
0.08,87.83,0.897,0.905,13.33,75.22,97.91,0.94,0.687
0.04,98.2,0.936,0.939,8.25,95.5,97.54,0.96,0.694
0.08,94.12,0.937,0.937,10.51,91.4,97.04,0.96,0.649
0.01,97.01,0.938,0.938,9.86,96.41,98.45,0.98,0.738
0.26,92.31,0.753,0.78,7.74,78.63,80.96,0.91,0.317
0.08,98.29,0.914,0.914,8.37,96.58,95.97,0.95,0.64
0.54,82.04,0.796,0.808,7.85,78.44,88.49,0.87,0.635
0.09,87.17,0.906,0.912,13.52,75.65,97.46,0.95,0.678
0.45,43.53,0.417,0.412,2.41,38.82,50.25,0.92,0.507
0.18,90.6,0.796,0.813,8.06,71.79,86.08,0.92,0.548
0.08,83.7,0.873,0.886,12.45,74.13,98.94,0.94,0.691
0.31,70.0,0.547,0.548,3.04,63.33,46.16,0.86,0.411
0.12,62.73,0.55,0.544,3.64,56.36,70.31,0.9,0.591
0.08,86.3,0.891,0.902,12.52,74.13,97.49,0.94,0.682
0.07,87.83,0.905,0.913,13.21,75.65,98.13,0.95,0.69
0.16,81.82,0.71,0.71,6.69,73.64,91.71,0.94,0.572
0.05,96.83,0.971,0.971,10.97,95.93,98.78,0.97,0.762
0.13,95.0,0.769,0.769,5.52,88.33,76.87,0.95,0.509
0.02,96.41,0.929,0.929,9.86,94.61,98.22,0.97,0.71
0.05,97.3,0.937,0.94,8.03,94.59,97.29,0.96,0.667
0.04,98.2,0.925,0.928,8.25,95.5,97.11,0.95,0.691
0.18,66.36,0.597,0.597,5.82,58.18,80.02,0.93,0.568
0.32,82.05,0.638,0.665,5.45,51.28,72.89,0.85,0.318
0.06,96.83,0.968,0.968,10.91,95.48,98.42,0.97,0.756
0.18,90.6,0.788,0.806,8.06,71.79,86.0,0.92,0.538
0.05,96.83,0.972,0.972,10.91,95.93,98.94,0.97,0.785
0.5,40.0,0.384,0.376,2.33,30.59,49.72,0.91,0.532
0.13,96.58,0.845,0.846,8.16,88.89,87.88,0.93,0.533
0.35,79.49,0.643,0.662,5.35,49.57,72.53,0.85,0.289
0.26,66.36,0.568,0.566,4.4,58.18,74.75,0.85,0.476
0.07,93.69,0.912,0.914,7.82,91.89,95.99,0.95,0.644
0.17,91.45,0.793,0.805,8.16,72.65,86.65,0.92,0.529
0.05,96.83,0.968,0.968,10.91,95.93,98.74,0.97,0.762
0.01,97.6,0.928,0.928,9.86,94.61,98.27,0.97,0.734
0.41,73.5,0.638,0.651,4.83,60.68,68.89,0.83,0.38
0.06,97.44,0.952,0.952,8.37,96.58,97.69,0.97,0.678
0.05,96.83,0.973,0.973,11.04,96.38,98.79,0.97,0.749
0.22,44.71,0.42,0.43,2.65,40.0,56.18,0.92,0.537
0.07,98.29,0.935,0.935,8.47,97.44,96.81,0.96,0.672
0.24,46.47,0.44,0.5,3.2,44.71,53.51,0.92,0.516
0.03,98.2,0.942,0.945,8.25,95.5,97.74,0.96,0.691
0.04,75.0,0.564,0.57,2.54,60.0,86.28,0.93,0.543
0.04,75.0,0.57,0.578,3.04,60.0,87.18,0.93,0.541
0.07,97.44,0.93,0.93,8.37,96.58,96.66,0.96,0.652
0.15,91.89,0.803,0.8,7.28,84.68,90.33,0.91,0.425
0.04,100.0,0.698,0.698,6.1,93.33,91.21,0.92,0.409
0.05,97.74,0.969,0.968,11.1,97.29,97.81,0.97,0.729
0.18,76.67,0.544,0.544,3.38,65.0,63.77,0.84,0.405
0.3,85.47,0.695,0.711,6.6,64.96,77.89,0.88,0.401
0.05,96.83,0.97,0.97,10.91,95.93,98.98,0.97,0.777
0.15,75.45,0.638,0.64,5.49,67.27,83.29,0.93,0.556
0.08,58.82,0.582,0.569,4.71,57.65,78.73,0.97,0.573
0.04,100.0,0.82,0.82,6.1,96.67,92.71,0.96,0.506
0.12,94.87,0.824,0.83,8.16,82.91,89.44,0.92,0.52
0.02,96.41,0.947,0.946,9.86,95.81,98.85,0.98,0.741
0.04,98.2,0.928,0.932,8.25,95.5,97.33,0.95,0.691
0.16,96.58,0.852,0.855,8.06,87.18,87.58,0.94,0.585
0.2,50.0,0.451,0.454,2.0,29.09,58.78,0.9,0.422
0.05,96.83,0.972,0.972,10.91,95.93,99.0,0.97,0.792
0.18,88.89,0.794,0.796,7.54,78.63,86.98,0.91,0.465
1.74,30.43,0.372,0.53,4.14,3.26,22.84,0.65,0.066
0.07,97.44,0.965,0.963,8.37,96.58,98.48,0.97,0.687
0.18,74.55,0.627,0.622,5.49,68.18,82.84,0.93,0.565
0.04,99.1,0.95,0.95,8.36,97.3,96.95,0.96,0.553
0.04,98.2,0.935,0.938,8.25,95.5,97.35,0.96,0.696
0.05,96.41,0.887,0.888,9.86,89.22,95.02,0.96,0.675
0.05,97.29,0.969,0.969,10.91,95.93,98.46,0.97,0.732
0.3,76.05,0.745,0.74,7.29,71.86,89.84,0.9,0.519
1.27,34.55,0.327,0.32,0.59,30.0,30.36,0.74,0.399
0.04,78.33,0.653,0.665,3.04,70.0,87.89,0.93,0.541
0.09,86.96,0.894,0.903,13.33,73.48,97.33,0.94,0.678
0.21,68.18,0.595,0.589,4.73,60.0,76.79,0.92,0.53
0.04,98.2,0.935,0.938,8.25,95.5,97.43,0.96,0.681
0.07,97.44,0.965,0.964,8.37,96.58,98.5,0.97,0.686
0.05,88.33,0.655,0.655,4.57,75.0,77.6,0.91,0.444
0.07,59.41,0.596,0.581,4.87,58.82,77.31,0.97,0.596
0.1,78.33,0.574,0.575,2.54,65.0,83.02,0.92,0.493
0.25,57.39,0.646,0.64,8.27,47.39,84.85,0.75,0.497
0.07,97.44,0.933,0.933,8.37,96.58,96.88,0.96,0.66
0.27,92.31,0.753,0.78,7.74,77.78,80.52,0.91,0.294
0.04,98.2,0.936,0.939,8.25,95.5,97.38,0.96,0.689
0.05,94.61,0.894,0.894,9.7,89.22,95.63,0.96,0.645
0.41,73.5,0.638,0.651,4.83,60.68,68.89,0.83,0.38
0.08,98.29,0.934,0.933,8.47,97.44,96.96,0.96,0.661
0.05,76.67,0.53,0.549,2.88,66.67,77.22,0.91,0.505
0.05,94.61,0.894,0.894,9.7,89.22,95.63,0.96,0.645
0.14,96.58,0.845,0.848,8.16,89.74,90.22,0.93,0.573
0.17,88.89,0.794,0.797,7.43,77.78,87.09,0.91,0.463
0.07,96.83,0.967,0.967,10.91,95.93,98.2,0.97,0.702
0.33,33.53,0.343,0.345,0.75,25.88,47.25,0.91,0.471
0.02,95.21,0.93,0.928,9.54,94.61,98.61,0.97,0.714
0.08,64.12,0.646,0.667,4.95,58.82,85.72,0.97,0.637
0.71,35.88,0.309,0.313,1.46,27.06,38.65,0.65,0.469
0.54,44.12,0.413,0.451,2.81,38.82,53.01,0.91,0.499
0.07,91.67,0.664,0.672,5.25,75.0,87.05,0.96,0.478
0.64,46.47,0.435,0.437,3.2,43.53,51.35,0.91,0.53
0.04,75.0,0.57,0.578,3.04,60.0,87.18,0.93,0.541
0.04,98.2,0.928,0.931,8.25,95.5,97.06,0.95,0.666
0.04,98.2,0.935,0.938,8.25,95.5,97.25,0.96,0.666
0.35,87.78,0.834,0.832,9.86,78.73,91.2,0.85,0.36
0.05,96.83,0.974,0.974,11.04,96.38,98.87,0.97,0.752
0.05,97.6,0.925,0.925,9.94,92.22,96.09,0.96,0.707
0.07,92.61,0.917,0.92,13.71,78.04,98.07,0.94,0.674
0.64,79.64,0.798,0.794,7.53,78.44,88.94,0.86,0.664
0.01,97.01,0.928,0.928,9.94,94.61,98.29,0.97,0.738
0.07,87.39,0.898,0.902,13.33,74.57,98.33,0.94,0.677
0.73,45.88,0.431,0.433,3.05,41.18,50.4,0.9,0.356
0.05,0.0,0.437,0.425,1.01,0.0,65.33,0.92,0.508
0.14,62.73,0.539,0.534,4.18,49.09,69.01,0.91,0.513
0.31,26.36,0.257,0.313,-0.18,11.82,28.72,0.64,0.276
0.17,80.91,0.667,0.671,6.47,70.0,89.03,0.94,0.595
0.05,97.29,0.973,0.973,10.91,95.48,98.93,0.97,0.781
0.05,96.83,0.971,0.971,10.91,95.93,98.92,0.97,0.774
0.22,72.73,0.607,0.603,5.27,60.0,78.95,0.92,0.556
0.8,38.24,0.351,0.365,1.14,20.59,45.54,0.89,0.484
0.42,42.35,0.4,0.394,2.41,38.24,51.43,0.82,0.486
0.68,35.88,0.347,0.359,1.7,32.35,43.16,0.67,0.46
0.27,63.64,0.591,0.585,4.07,59.09,76.49,0.91,0.522
0.17,56.36,0.511,0.512,2.77,42.73,62.63,0.92,0.47
0.08,84.13,0.886,0.896,12.45,74.13,98.58,0.94,0.687
0.14,61.82,0.534,0.532,3.96,48.18,69.37,0.91,0.523
0.08,87.61,0.891,0.898,13.4,73.48,97.59,0.94,0.664
0.03,95.81,0.938,0.937,9.7,94.01,98.38,0.97,0.699
0.03,98.33,0.793,0.793,5.93,88.33,93.14,0.94,0.535
1.54,27.35,0.245,0.287,-0.8,2.56,37.42,0.53,0.09
0.7,61.68,0.625,0.624,5.28,60.48,81.26,0.73,0.344
0.09,71.67,0.453,0.465,1.86,36.67,61.52,0.85,0.409
0.15,43.53,0.404,0.401,2.73,38.24,54.94,0.84,0.49
0.07,87.83,0.905,0.913,13.21,75.65,98.13,0.95,0.69
0.04,98.2,0.937,0.94,8.25,95.5,96.74,0.96,0.571
0.14,96.58,0.845,0.848,8.16,89.74,90.22,0.93,0.573
0.04,98.2,0.947,0.949,8.25,95.5,97.54,0.96,0.688
0.06,97.44,0.955,0.955,8.37,96.58,98.01,0.97,0.708
0.3,86.32,0.706,0.741,6.29,68.38,77.62,0.87,0.397
0.12,84.55,0.778,0.776,6.58,80.91,94.77,0.97,0.643
0.04,98.2,0.949,0.951,8.25,95.5,98.18,0.96,0.702
0.06,96.83,0.968,0.968,10.91,95.48,98.58,0.97,0.754
0.18,91.45,0.801,0.816,8.16,71.79,86.39,0.92,0.55
0.08,96.58,0.908,0.908,8.26,94.87,94.67,0.95,0.634
0.03,99.1,0.98,0.98,11.3,98.64,98.81,0.98,0.733
0.06,93.67,0.951,0.951,10.58,93.21,98.42,0.96,0.716
0.03,97.01,0.928,0.929,9.78,95.81,98.28,0.97,0.73
0.04,98.2,0.941,0.945,8.25,95.5,97.67,0.96,0.695
0.07,59.41,0.596,0.581,4.87,58.82,77.31,0.97,0.596
0.33,33.53,0.343,0.345,0.75,25.88,47.25,0.91,0.471
0.07,57.65,0.584,0.575,4.63,55.88,77.94,0.97,0.521
0.08,85.87,0.886,0.896,12.79,73.7,98.5,0.94,0.692
0.42,42.35,0.4,0.394,2.41,38.24,51.42,0.82,0.487
0.23,52.73,0.464,0.473,1.89,40.0,62.6,0.91,0.422
0.15,65.45,0.577,0.574,4.18,56.36,82.22,0.91,0.538
0.07,97.44,0.941,0.94,8.37,96.58,97.35,0.96,0.668
0.08,87.39,0.892,0.901,13.17,75.22,98.19,0.94,0.686
0.2,56.36,0.51,0.509,2.55,43.64,60.12,0.89,0.456
0.07,97.44,0.964,0.963,8.37,96.58,98.44,0.97,0.69
0.03,98.2,0.944,0.947,8.25,95.5,97.77,0.96,0.735
0.15,92.31,0.829,0.831,8.06,77.78,89.18,0.93,0.564
0.3,87.33,0.873,0.872,9.66,85.52,95.35,0.86,0.554
0.17,92.31,0.813,0.817,8.06,75.21,89.11,0.93,0.555
0.03,98.2,0.945,0.947,8.25,95.5,97.79,0.96,0.708
0.02,100.0,0.868,0.868,6.1,98.33,96.84,0.97,0.564
0.04,95.0,0.654,0.659,5.42,80.0,89.11,0.92,0.452
0.07,94.57,0.954,0.954,10.64,93.21,98.44,0.96,0.733
0.54,82.04,0.796,0.808,7.85,78.44,88.49,0.87,0.635
0.08,87.17,0.895,0.904,13.25,74.35,98.37,0.94,0.68
0.24,60.0,0.668,0.658,9.04,48.91,86.15,0.73,0.661
0.18,90.6,0.788,0.806,7.95,71.79,85.98,0.92,0.538
0.26,36.47,0.343,0.366,1.22,31.18,47.98,0.87,0.487
0.03,93.33,0.712,0.712,6.1,85.0,92.57,0.94,0.559
0.18,91.45,0.816,0.822,8.06,75.21,87.19,0.92,0.529
0.87,0.91,0.327,0.33,0.59,0.0,40.92,0.61,0.493
0.07,86.3,0.903,0.91,13.44,74.57,96.84,0.94,0.665
0.04,75.0,0.57,0.578,3.04,60.0,87.18,0.93,0.541
0.23,51.82,0.475,0.485,1.89,40.0,62.11,0.91,0.425
0.08,85.87,0.89,0.901,12.68,74.78,97.67,0.94,0.684
0.04,83.33,0.626,0.634,3.55,76.67,89.64,0.92,0.46
0.18,91.45,0.81,0.821,7.95,72.65,86.78,0.92,0.536
0.62,59.28,0.587,0.607,4.64,52.69,78.32,0.79,0.515
0.07,82.39,0.869,0.886,12.22,73.04,98.4,0.94,0.679
0.78,0.0,0.18,0.187,-1.08,0.0,14.08,0.64,0.124
0.7,30.59,0.318,0.325,0.83,23.53,45.4,0.68,0.475
0.17,91.45,0.819,0.824,7.95,74.36,87.9,0.92,0.526
0.24,89.14,0.866,0.868,9.79,84.62,93.06,0.91,0.394
0.04,98.2,0.935,0.938,8.25,95.5,97.43,0.96,0.681
0.05,96.83,0.974,0.974,11.04,96.38,98.87,0.97,0.752
0.36,41.82,0.429,0.425,1.46,36.36,53.43,0.86,0.46
0.99,46.15,0.424,0.472,2.54,23.08,48.38,0.68,0.144
0.05,98.8,0.933,0.933,10.02,97.6,96.28,0.97,0.675
0.2,56.36,0.51,0.509,2.55,43.64,60.12,0.89,0.456
0.33,33.53,0.343,0.345,0.75,25.88,47.25,0.91,0.471
1.46,47.65,0.452,0.443,3.2,45.88,46.39,0.93,0.536
0.06,82.63,0.785,0.786,8.25,73.65,95.18,0.94,0.606
0.04,78.33,0.625,0.63,4.4,68.33,88.47,0.93,0.541
0.07,90.91,0.864,0.864,7.34,89.09,94.56,0.98,0.654
0.24,88.69,0.866,0.867,9.66,83.71,93.22,0.91,0.406
0.01,98.2,0.941,0.941,9.94,97.6,98.51,0.98,0.743
0.06,90.0,0.753,0.758,5.08,83.33,82.4,0.9,0.304
0.54,82.04,0.796,0.808,7.85,78.44,88.49,0.87,0.635
0.5,71.17,0.635,0.739,6.63,58.56,65.45,0.82,0.209
0.15,96.58,0.831,0.833,8.06,84.62,89.15,0.93,0.559
0.04,98.2,0.927,0.93,8.25,95.5,97.22,0.95,0.678
0.02,99.4,0.937,0.937,10.1,97.01,98.04,0.97,0.688
0.18,91.45,0.816,0.822,8.06,75.21,87.19,0.92,0.529
0.01,97.6,0.943,0.943,9.86,97.01,98.61,0.98,0.752
0.61,39.09,0.345,0.345,0.91,30.91,45.35,0.71,0.435
0.18,66.36,0.597,0.597,5.82,58.18,80.02,0.93,0.568
0.05,78.33,0.616,0.611,3.72,71.67,73.16,0.92,0.451
0.13,95.73,0.844,0.843,8.16,91.45,92.15,0.94,0.549
0.05,97.6,0.894,0.895,9.94,90.42,95.26,0.96,0.658
0.05,97.29,0.97,0.97,10.91,95.93,98.81,0.97,0.764
0.04,98.2,0.937,0.94,8.25,95.5,97.35,0.96,0.666
0.7,66.67,0.578,0.584,5.48,52.14,53.05,0.71,0.29
0.33,41.76,0.403,0.432,2.41,36.47,55.28,0.91,0.521
0.04,65.0,0.577,0.572,2.88,61.67,81.28,0.92,0.46
0.07,84.57,0.877,0.889,12.25,74.13,98.45,0.94,0.68
0.13,80.91,0.725,0.722,6.69,71.82,90.81,0.94,0.553
0.92,14.12,0.267,0.275,0.59,13.53,34.99,0.6,0.451
0.04,98.2,0.942,0.946,8.25,95.5,97.74,0.96,0.72
0.04,98.2,0.935,0.939,8.25,95.5,97.61,0.96,0.697
0.04,98.2,0.932,0.935,8.25,95.5,97.39,0.96,0.688
0.07,75.45,0.731,0.758,7.21,70.06,93.44,0.92,0.645
0.24,35.29,0.366,0.361,1.62,25.29,47.07,0.91,0.481
0.45,50.91,0.451,0.448,2.0,24.55,63.49,0.87,0.524
0.1,96.58,0.888,0.889,8.16,91.45,92.58,0.94,0.596
0.34,60.0,0.542,0.535,3.75,55.45,60.26,0.86,0.536
0.16,96.58,0.843,0.849,8.16,85.47,91.42,0.93,0.525
0.07,78.33,0.609,0.604,3.55,68.33,69.06,0.88,0.421
0.05,96.83,0.971,0.971,10.91,95.93,98.95,0.97,0.775
0.18,93.16,0.824,0.83,8.06,77.78,87.17,0.92,0.545
0.15,96.58,0.831,0.833,8.06,84.62,89.15,0.93,0.559
1.3,35.88,0.327,0.328,1.62,32.35,32.94,0.74,0.448
0.04,75.0,0.566,0.568,2.37,60.0,85.82,0.93,0.557
0.06,91.02,0.892,0.892,8.97,88.02,96.51,0.95,0.672
0.04,98.2,0.943,0.946,8.25,95.5,97.67,0.96,0.696
0.12,71.82,0.642,0.635,5.05,69.09,77.58,0.94,0.569
0.23,87.33,0.863,0.859,9.66,85.97,93.99,0.9,0.416
0.04,98.2,0.925,0.929,8.25,95.5,97.21,0.95,0.68
0.04,98.2,0.926,0.93,8.25,95.5,97.09,0.95,0.68
0.05,96.83,0.968,0.968,10.91,95.93,98.82,0.97,0.753
0.08,87.17,0.9,0.907,13.17,74.78,97.34,0.94,0.681
0.03,98.2,0.944,0.946,8.25,95.5,97.83,0.96,0.69
0.71,64.07,0.641,0.645,5.36,63.47,83.27,0.75,0.406
0.17,92.31,0.818,0.824,8.06,75.21,87.77,0.92,0.539
0.7,38.82,0.367,0.383,2.02,34.71,46.25,0.65,0.509
0.3,85.47,0.695,0.711,6.6,64.96,77.89,0.88,0.401
0.04,98.2,0.927,0.93,8.25,95.5,97.26,0.95,0.673
1.41,33.53,0.32,0.315,0.98,28.24,35.16,0.75,0.399
0.05,97.6,0.905,0.906,9.86,93.41,95.81,0.96,0.647
0.05,96.83,0.971,0.971,10.91,95.93,98.9,0.97,0.772
0.08,86.52,0.89,0.9,12.9,74.35,97.36,0.94,0.667
0.04,98.2,0.943,0.946,8.25,95.5,97.8,0.96,0.666
0.07,90.91,0.864,0.864,7.34,89.09,94.56,0.98,0.654
0.22,64.55,0.571,0.569,3.86,57.27,67.85,0.92,0.462
0.08,87.83,0.905,0.912,13.79,75.87,98.87,0.95,0.645
0.08,85.65,0.884,0.893,12.6,74.35,98.85,0.94,0.684
0.06,96.83,0.965,0.965,10.91,95.02,98.25,0.97,0.741
0.04,98.2,0.91,0.914,8.25,95.5,96.9,0.95,0.681
0.41,49.09,0.44,0.438,1.68,23.64,62.54,0.86,0.485
0.14,58.82,0.594,0.58,4.71,57.65,81.89,0.96,0.592
0.08,85.87,0.89,0.901,12.71,74.78,97.69,0.94,0.685
0.06,94.61,0.882,0.882,9.7,85.03,95.07,0.96,0.651
0.01,98.8,0.935,0.935,10.02,96.41,98.39,0.97,0.735
0.04,98.2,0.929,0.932,8.25,95.5,97.26,0.96,0.667
0.17,68.18,0.614,0.608,4.18,62.73,87.39,0.93,0.566
0.94,28.82,0.291,0.288,0.51,23.53,25.58,0.76,0.322
0.3,51.76,0.49,0.483,3.68,50.0,53.94,0.93,0.536
0.05,96.38,0.967,0.967,10.91,95.48,98.71,0.97,0.747
0.38,60.91,0.561,0.554,3.75,57.27,65.52,0.89,0.537
1.01,41.88,0.421,0.469,2.54,24.79,47.78,0.68,0.137
0.04,98.2,0.949,0.951,8.25,95.5,98.09,0.96,0.678
0.82,28.82,0.266,0.28,0.51,24.71,37.93,0.63,0.443
0.02,100.0,0.971,0.971,10.18,99.4,98.77,0.98,0.744
0.14,96.58,0.839,0.839,8.26,88.03,91.63,0.93,0.544
0.17,92.31,0.823,0.829,7.95,77.78,87.74,0.92,0.55
0.14,80.0,0.482,0.509,3.38,21.67,59.58,0.76,0.327
0.02,95.81,0.931,0.929,9.62,95.21,98.63,0.97,0.72
0.18,91.45,0.817,0.823,7.95,75.21,87.3,0.92,0.545
0.64,67.07,0.679,0.671,5.76,64.07,80.6,0.76,0.583
0.04,94.01,0.901,0.901,9.54,89.82,95.91,0.96,0.713
0.18,90.6,0.788,0.806,7.95,71.79,85.98,0.92,0.538
0.08,86.96,0.892,0.902,13.02,73.91,97.21,0.94,0.68
0.09,86.74,0.896,0.905,13.4,73.7,97.31,0.94,0.677
0.11,85.87,0.892,0.901,13.02,72.83,96.35,0.94,0.605
0.05,96.83,0.972,0.972,10.91,95.93,99.0,0.97,0.788
1.02,0.0,0.121,0.178,-2.35,0.0,8.79,0.6,0.073
0.03,98.2,0.945,0.947,8.25,95.5,97.82,0.96,0.711
0.09,86.96,0.895,0.904,13.33,73.7,97.27,0.94,0.676
1.24,0.0,0.204,0.26,-1.16,0.0,19.02,0.57,0.225
0.03,98.2,0.943,0.946,8.25,95.5,97.8,0.96,0.691
0.27,84.62,0.756,0.765,7.02,73.5,80.3,0.89,0.414
0.34,88.24,0.88,0.877,9.6,86.43,95.42,0.88,0.64
0.23,90.99,0.82,0.825,7.49,85.59,87.03,0.89,0.456
0.28,88.03,0.761,0.757,7.33,76.07,85.18,0.86,0.429
0.05,97.29,0.972,0.972,11.04,95.48,98.65,0.97,0.73
0.04,98.2,0.925,0.928,8.25,95.5,97.11,0.95,0.691
0.02,98.8,0.928,0.928,10.1,96.41,97.88,0.97,0.695
