AL0_P,TM-score,TM-align,AL4_P,QCS,Z-score,Handed.,SS,DFM,GDT_TS
24.71,0.322,0.328,31.76,40.16,0.75,0.86,0.416,1.43,28.68
15.88,0.326,0.327,32.94,41.81,0.83,0.87,0.51,1.24,28.53
15.88,0.326,0.327,32.94,41.81,0.83,0.87,0.51,1.24,28.53
15.88,0.326,0.327,32.94,41.81,0.83,0.87,0.51,1.24,28.53
24.12,0.297,0.327,30.0,36.24,0.98,0.85,0.462,1.28,28.53
23.53,0.29,0.29,27.65,41.5,0.35,0.86,0.44,1.35,28.38
22.94,0.296,0.324,30.0,36.1,0.98,0.85,0.442,1.3,28.23
18.82,0.306,0.307,30.59,43.54,0.59,0.89,0.47,0.56,28.23
18.82,0.306,0.307,30.59,43.54,0.59,0.89,0.47,0.56,28.23
23.53,0.319,0.335,29.41,34.87,0.83,0.87,0.441,1.77,27.94
24.71,0.298,0.333,31.18,42.14,0.67,0.66,0.462,0.67,27.94
18.24,0.302,0.291,31.18,40.25,0.67,0.87,0.446,1.28,27.94
22.94,0.319,0.336,30.0,35.6,0.83,0.87,0.422,1.77,27.94
15.88,0.325,0.325,33.53,40.83,0.75,0.87,0.361,1.24,27.94
25.29,0.298,0.294,31.18,40.57,0.75,0.86,0.385,0.24,27.79
23.53,0.318,0.325,30.59,45.4,0.83,0.68,0.475,0.7,27.65
27.65,0.315,0.333,31.76,34.07,0.98,0.67,0.467,1.11,27.65
5.88,0.297,0.295,30.0,37.92,0.35,0.84,0.443,1.01,27.65
0.0,0.299,0.306,0.0,34.43,0.59,0.64,0.448,1.62,27.65
13.53,0.296,0.324,32.35,41.34,-0.12,0.85,0.428,0.64,27.65
27.65,0.315,0.333,31.76,34.07,0.98,0.67,0.467,1.11,27.65
23.53,0.318,0.325,30.59,45.4,0.83,0.68,0.475,0.7,27.65
24.12,0.296,0.297,30.0,34.29,0.98,0.69,0.415,0.82,27.5
24.12,0.296,0.297,30.0,34.29,0.98,0.69,0.415,0.82,27.5
20.0,0.3,0.325,30.59,32.51,1.62,0.73,0.42,1.31,27.5
24.12,0.296,0.297,30.0,34.29,0.98,0.69,0.415,0.82,27.5
17.65,0.279,0.307,23.53,41.82,0.43,0.81,0.437,0.54,27.5
20.0,0.3,0.325,30.59,32.51,1.62,0.73,0.42,1.31,27.5
23.53,0.291,0.288,28.82,25.58,0.51,0.76,0.322,0.94,27.35
23.53,0.291,0.288,28.82,25.58,0.51,0.76,0.322,0.94,27.35
17.06,0.307,0.312,30.0,43.98,0.19,0.9,0.439,0.54,27.21
22.94,0.288,0.275,27.65,44.93,0.35,0.89,0.476,0.53,27.06
22.94,0.288,0.275,27.65,44.93,0.35,0.89,0.476,0.53,27.06
22.94,0.288,0.275,27.65,44.93,0.35,0.89,0.476,0.53,27.06
27.06,0.309,0.313,35.88,38.65,1.46,0.65,0.469,0.71,27.06
21.76,0.306,0.312,32.94,33.96,0.91,0.6,0.392,0.55,27.06
27.06,0.309,0.313,35.88,38.65,1.46,0.65,0.469,0.71,27.06
23.53,0.294,0.294,31.18,42.32,0.67,0.65,0.483,0.78,26.91
25.29,0.294,0.284,29.41,35.6,0.83,0.65,0.465,0.96,26.62
22.94,0.291,0.284,29.41,32.5,0.52,0.78,0.396,1.59,26.62
25.29,0.294,0.287,28.82,35.64,0.83,0.64,0.465,0.94,26.62
21.18,0.286,0.284,28.82,26.9,0.19,0.79,0.374,1.78,26.62
22.94,0.296,0.321,27.06,38.26,0.67,0.9,0.401,0.28,26.47
23.53,0.265,0.272,27.06,31.33,0.51,0.56,0.426,1.28,26.18
0.0,0.258,0.276,0.0,41.11,-0.12,0.8,0.405,0.66,25.88
13.53,0.267,0.275,14.12,34.99,0.59,0.6,0.451,0.92,25.88
23.53,0.288,0.286,30.59,30.71,0.67,0.58,0.441,1.1,25.44
22.35,0.262,0.272,24.12,34.21,-0.05,0.64,0.461,1.3,25.44
23.53,0.288,0.286,30.59,30.71,0.67,0.58,0.441,1.1,25.44
0.0,0.269,0.264,0.0,34.13,-0.2,0.62,0.474,1.26,25.29
21.76,0.275,0.27,27.65,27.51,0.45,0.53,0.441,1.53,25.29
21.76,0.275,0.269,27.06,27.34,0.45,0.53,0.437,1.54,25.15
16.47,0.271,0.295,25.29,35.44,0.43,0.67,0.406,0.94,25.0
22.35,0.275,0.27,29.41,27.37,0.61,0.54,0.439,1.49,25.0
22.35,0.275,0.27,27.06,27.51,0.45,0.54,0.421,1.53,25.0
0.0,0.273,0.286,0.0,33.61,0.11,0.64,0.427,0.9,25.0
21.76,0.275,0.27,28.24,27.41,0.45,0.53,0.481,1.55,24.85
24.71,0.266,0.28,28.82,37.93,0.51,0.63,0.443,0.82,24.85
22.94,0.259,0.27,27.65,32.52,0.27,0.7,0.425,0.91,24.85
0.0,0.256,0.255,0.0,32.46,0.19,0.64,0.455,1.08,24.71
22.94,0.266,0.281,27.65,38.08,0.59,0.63,0.456,0.81,24.71
24.71,0.255,0.248,26.47,32.46,0.19,0.64,0.455,1.1,24.56
18.82,0.274,0.268,25.88,35.87,0.51,0.72,0.431,0.7,23.97
19.41,0.256,0.253,25.29,36.44,-0.36,0.84,0.417,1.1,23.82
20.0,0.261,0.249,25.29,33.28,0.27,0.66,0.377,1.0,23.82
0.0,0.239,0.262,2.35,33.99,0.03,0.65,0.427,1.14,23.53
17.06,0.244,0.266,27.06,31.87,-0.44,0.62,0.401,1.29,23.23
0.0,0.253,0.253,0.0,30.17,0.03,0.72,0.438,1.46,23.09
0.0,0.237,0.269,0.0,34.03,-0.05,0.65,0.448,0.89,22.94
0.0,0.253,0.253,0.0,30.02,0.03,0.72,0.43,1.5,22.65
0.0,0.204,0.219,1.76,29.53,-0.76,0.55,0.423,1.48,20.73
2.94,0.195,0.232,23.53,14.35,-0.52,0.76,0.132,0.77,18.82
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.18,0.187,0.0,14.08,-1.08,0.64,0.124,0.78,17.79
0.0,0.184,0.224,0.0,20.76,-1.08,0.62,0.207,1.75,15.73
0.0,0.185,0.233,0.0,20.75,-0.92,0.62,0.221,1.74,15.73
0.0,0.15,0.213,1.18,20.61,-1.39,0.54,0.153,1.42,13.53
98.33,0.935,0.935,100.0,97.04,6.1,0.97,0.55,0.02,97.92
98.33,0.937,0.937,100.0,97.3,6.1,0.97,0.579,0.03,97.92
98.33,0.938,0.938,100.0,97.03,6.1,0.97,0.562,0.03,97.92
98.33,0.918,0.918,100.0,96.92,6.1,0.97,0.535,0.03,95.83
98.33,0.875,0.875,100.0,97.05,6.1,0.97,0.54,0.02,94.17
98.33,0.878,0.878,100.0,96.81,6.1,0.97,0.546,0.02,93.75
98.33,0.878,0.878,100.0,96.81,6.1,0.97,0.546,0.02,93.75
98.33,0.901,0.901,100.0,96.57,6.1,0.97,0.547,0.03,93.33
98.33,0.901,0.901,100.0,96.57,6.1,0.97,0.547,0.03,93.33
93.33,0.892,0.892,100.0,96.9,6.1,0.94,0.498,0.03,92.92
93.33,0.865,0.865,98.33,93.31,5.93,0.95,0.532,0.03,92.5
98.33,0.868,0.868,100.0,96.84,6.1,0.97,0.564,0.02,92.5
96.67,0.842,0.842,98.33,95.11,5.93,0.97,0.55,0.03,91.67
93.33,0.863,0.863,100.0,96.27,6.1,0.94,0.487,0.03,91.67
96.67,0.825,0.825,100.0,96.22,6.1,0.97,0.547,0.03,91.25
96.67,0.845,0.845,100.0,95.92,6.1,0.96,0.523,0.02,91.25
96.67,0.815,0.815,100.0,94.7,6.1,0.96,0.537,0.03,90.83
96.67,0.815,0.815,100.0,92.44,6.1,0.95,0.458,0.04,90.0
96.67,0.818,0.818,100.0,91.9,6.1,0.95,0.505,0.04,90.0
96.67,0.82,0.82,100.0,92.71,6.1,0.96,0.506,0.04,90.0
96.67,0.825,0.825,100.0,92.58,6.1,0.95,0.458,0.03,90.0
96.67,0.833,0.833,98.33,94.6,6.04,0.96,0.491,0.04,89.58
96.67,0.845,0.845,100.0,95.68,6.1,0.94,0.489,0.03,89.58
96.67,0.814,0.814,100.0,90.93,6.1,0.95,0.5,0.04,89.17
98.33,0.846,0.846,100.0,95.2,6.1,0.97,0.556,0.03,89.17
93.33,0.834,0.834,100.0,94.98,6.1,0.94,0.497,0.03,88.33
90.0,0.838,0.842,98.33,95.61,5.93,0.93,0.459,0.03,87.92
88.33,0.755,0.755,98.33,95.81,6.1,0.96,0.515,0.02,87.92
88.33,0.8,0.807,96.67,96.17,5.76,0.94,0.488,0.03,87.92
90.0,0.802,0.802,98.33,93.78,6.1,0.93,0.472,0.03,87.08
96.67,0.799,0.799,98.33,92.73,5.93,0.93,0.495,0.03,86.67
91.67,0.803,0.803,100.0,86.04,6.1,0.93,0.44,0.03,86.67
88.33,0.769,0.769,95.0,76.87,5.52,0.95,0.509,0.13,86.67
88.33,0.769,0.769,95.0,76.87,5.52,0.95,0.509,0.13,86.67
90.0,0.805,0.805,98.33,94.38,5.93,0.93,0.46,0.03,86.67
95.0,0.807,0.807,100.0,94.66,6.1,0.94,0.498,0.03,86.67
88.33,0.769,0.769,95.0,76.87,5.52,0.95,0.509,0.13,86.67
90.0,0.812,0.816,100.0,86.39,6.1,0.93,0.448,0.03,86.67
88.33,0.769,0.769,95.0,76.87,5.52,0.95,0.509,0.13,86.67
88.33,0.793,0.793,98.33,93.14,5.93,0.94,0.535,0.03,86.25
88.33,0.793,0.793,98.33,93.14,5.93,0.94,0.535,0.03,86.25
93.33,0.766,0.766,98.33,92.6,6.1,0.94,0.538,0.03,86.25
88.33,0.793,0.793,98.33,93.14,5.93,0.94,0.535,0.03,86.25
88.33,0.793,0.793,98.33,93.14,5.93,0.94,0.535,0.03,86.25
88.33,0.793,0.793,98.33,93.14,5.93,0.94,0.535,0.03,86.25
90.0,0.786,0.79,98.33,86.09,5.93,0.92,0.47,0.03,85.83
91.67,0.77,0.77,100.0,93.04,6.1,0.94,0.512,0.03,85.83
91.67,0.77,0.77,100.0,93.04,6.1,0.94,0.512,0.03,85.83
93.33,0.79,0.79,100.0,85.29,6.1,0.92,0.435,0.04,85.42
90.0,0.75,0.75,98.33,91.77,5.93,0.94,0.54,0.03,85.42
91.67,0.788,0.788,98.33,92.68,5.93,0.94,0.546,0.03,85.42
93.33,0.79,0.79,100.0,85.29,6.1,0.92,0.435,0.04,85.42
90.0,0.789,0.792,98.33,85.94,5.76,0.92,0.473,0.03,85.42
93.33,0.79,0.79,100.0,85.29,6.1,0.92,0.435,0.04,85.42
90.0,0.788,0.792,98.33,85.93,5.76,0.92,0.469,0.03,85.0
90.0,0.781,0.784,98.33,86.18,5.93,0.92,0.471,0.03,85.0
90.0,0.786,0.796,98.33,86.68,6.1,0.93,0.467,0.03,85.0
93.33,0.763,0.763,100.0,92.79,6.1,0.94,0.521,0.03,84.58
90.0,0.772,0.772,100.0,93.36,6.1,0.93,0.468,0.03,84.58
90.0,0.748,0.766,98.33,93.01,5.93,0.94,0.479,0.03,84.58
93.33,0.765,0.765,100.0,94.0,6.1,0.95,0.559,0.03,84.58
88.33,0.784,0.787,96.67,86.11,5.76,0.92,0.466,0.04,84.58
93.33,0.765,0.765,100.0,94.0,6.1,0.95,0.559,0.03,84.58
90.0,0.748,0.766,98.33,93.01,5.93,0.94,0.479,0.03,84.58
93.33,0.755,0.76,98.33,93.6,6.1,0.93,0.455,0.04,84.17
86.67,0.756,0.756,100.0,94.0,6.1,0.93,0.48,0.04,84.17
93.33,0.777,0.777,100.0,95.51,6.1,0.93,0.464,0.03,84.17
81.67,0.757,0.762,91.67,82.73,5.08,0.9,0.327,0.05,84.17
86.67,0.756,0.756,100.0,93.99,6.1,0.93,0.483,0.04,84.17
90.0,0.771,0.771,98.33,93.93,5.93,0.94,0.491,0.03,84.17
86.67,0.756,0.756,100.0,94.0,6.1,0.93,0.48,0.04,84.17
85.0,0.725,0.728,95.0,77.58,4.57,0.92,0.455,0.04,84.17
86.67,0.756,0.756,100.0,94.0,6.1,0.93,0.48,0.04,84.17
85.0,0.725,0.728,95.0,77.58,4.57,0.92,0.455,0.04,84.17
86.67,0.739,0.739,98.33,93.12,6.1,0.93,0.467,0.03,83.75
86.67,0.739,0.739,98.33,93.12,6.1,0.93,0.467,0.03,83.75
85.0,0.758,0.76,95.0,93.28,5.59,0.94,0.544,0.04,83.75
86.67,0.776,0.778,98.33,91.32,5.93,0.94,0.529,0.03,83.75
86.67,0.776,0.778,98.33,91.32,5.93,0.94,0.529,0.03,83.75
85.0,0.758,0.76,95.0,93.28,5.59,0.94,0.544,0.04,83.75
86.67,0.776,0.778,98.33,91.32,5.93,0.94,0.529,0.03,83.75
83.33,0.756,0.761,88.33,77.73,5.69,0.92,0.502,0.2,83.75
85.0,0.758,0.76,95.0,93.28,5.59,0.94,0.544,0.04,83.75
86.67,0.776,0.778,98.33,91.33,5.93,0.94,0.528,0.03,83.75
86.67,0.776,0.778,98.33,91.33,5.93,0.94,0.528,0.03,83.75
86.67,0.776,0.778,98.33,91.33,5.93,0.94,0.528,0.03,83.75
86.67,0.776,0.778,98.33,91.32,5.93,0.94,0.529,0.03,83.75
86.67,0.739,0.739,98.33,93.12,6.1,0.93,0.467,0.03,83.75
86.67,0.776,0.778,98.33,91.32,5.93,0.94,0.529,0.03,83.75
88.33,0.748,0.748,98.33,92.48,5.93,0.94,0.506,0.04,83.75
88.33,0.751,0.751,98.33,85.17,5.93,0.93,0.49,0.04,83.75
86.67,0.776,0.778,98.33,91.32,5.93,0.94,0.529,0.03,83.75
85.0,0.758,0.76,95.0,93.28,5.59,0.94,0.544,0.04,83.75
88.33,0.764,0.764,98.33,92.06,5.93,0.93,0.548,0.04,83.75
88.33,0.78,0.78,96.67,85.45,5.76,0.93,0.46,0.04,83.33
90.0,0.781,0.781,96.67,85.6,5.76,0.93,0.465,0.04,83.33
90.0,0.78,0.78,98.33,82.74,6.1,0.9,0.349,0.06,83.33
88.33,0.758,0.758,98.33,86.8,6.1,0.94,0.449,0.04,83.33
83.33,0.753,0.758,90.0,82.4,5.08,0.9,0.304,0.06,83.33
88.33,0.765,0.765,100.0,92.34,6.1,0.94,0.557,0.03,83.33
85.0,0.764,0.77,91.67,84.9,5.42,0.92,0.502,0.04,82.92
85.0,0.764,0.77,91.67,84.9,5.42,0.92,0.502,0.04,82.92
85.0,0.735,0.735,96.67,92.4,5.76,0.93,0.481,0.03,82.92
81.67,0.76,0.767,93.33,84.8,5.42,0.92,0.495,0.04,82.92
85.0,0.764,0.77,91.67,84.9,5.42,0.92,0.502,0.04,82.92
81.67,0.76,0.767,93.33,84.8,5.42,0.92,0.495,0.04,82.92
90.0,0.743,0.743,100.0,93.9,6.1,0.92,0.458,0.03,82.5
88.33,0.74,0.744,98.33,82.8,5.93,0.91,0.518,0.05,82.5
85.0,0.712,0.712,93.33,92.57,6.1,0.94,0.559,0.03,82.5
85.0,0.743,0.755,91.67,84.0,4.91,0.91,0.497,0.04,82.5
85.0,0.743,0.755,91.67,84.0,4.91,0.91,0.497,0.04,82.5
85.0,0.743,0.755,91.67,84.0,4.91,0.91,0.497,0.04,82.5
85.0,0.712,0.712,93.33,92.57,6.1,0.94,0.559,0.03,82.5
85.0,0.743,0.755,91.67,84.0,4.91,0.91,0.497,0.04,82.5
93.33,0.731,0.731,98.33,82.44,5.93,0.93,0.541,0.03,82.08
88.33,0.733,0.733,98.33,79.79,5.93,0.9,0.429,0.06,82.08
78.33,0.737,0.744,93.33,93.18,5.42,0.93,0.513,0.03,82.08
90.0,0.747,0.747,100.0,93.68,6.1,0.91,0.474,0.04,82.08
93.33,0.731,0.731,98.33,82.44,5.93,0.93,0.541,0.03,82.08
93.33,0.731,0.731,98.33,82.44,5.93,0.93,0.541,0.03,82.08
93.33,0.731,0.731,98.33,82.44,5.93,0.93,0.541,0.03,82.08
78.33,0.678,0.679,96.67,89.76,5.25,0.92,0.522,0.03,82.08
78.33,0.678,0.679,96.67,89.76,5.25,0.92,0.522,0.03,82.08
75.0,0.692,0.692,88.33,92.4,6.1,0.94,0.569,0.03,81.67
75.0,0.692,0.692,88.33,92.4,6.1,0.94,0.569,0.03,81.67
86.67,0.722,0.722,98.33,92.09,5.93,0.91,0.511,0.04,81.25
71.67,0.718,0.718,93.33,91.74,5.93,0.91,0.461,0.04,81.25
71.67,0.674,0.679,86.67,91.67,5.59,0.94,0.559,0.03,80.83
80.0,0.692,0.698,90.0,87.55,5.59,0.95,0.448,0.03,80.83
83.33,0.726,0.726,100.0,94.0,6.1,0.93,0.461,0.03,80.83
86.67,0.717,0.717,98.33,91.85,5.93,0.91,0.442,0.04,80.83
80.0,0.692,0.698,90.0,87.55,5.59,0.95,0.448,0.03,80.83
71.67,0.674,0.679,86.67,91.67,5.59,0.94,0.559,0.03,80.83
75.0,0.669,0.675,86.67,91.53,5.59,0.94,0.576,0.03,80.42
80.0,0.729,0.731,95.0,80.27,5.59,0.91,0.52,0.07,80.42
75.0,0.669,0.675,86.67,91.53,5.59,0.94,0.576,0.03,80.42
80.0,0.709,0.709,91.67,91.26,5.76,0.92,0.404,0.04,80.42
80.0,0.695,0.7,90.0,88.38,5.76,0.96,0.473,0.03,80.0
80.0,0.695,0.7,90.0,88.38,5.76,0.96,0.473,0.03,80.0
90.0,0.693,0.693,98.33,89.5,6.1,0.94,0.466,0.03,80.0
83.33,0.696,0.696,100.0,93.95,6.1,0.93,0.486,0.03,80.0
76.67,0.684,0.684,90.0,95.02,4.4,0.93,0.437,0.04,80.0
76.67,0.662,0.675,81.67,88.9,3.04,0.93,0.548,0.03,80.0
71.67,0.68,0.687,86.67,84.54,4.57,0.91,0.445,0.04,79.58
78.33,0.715,0.729,95.0,86.94,5.42,0.94,0.477,0.04,79.58
75.0,0.661,0.664,86.67,91.63,5.08,0.94,0.576,0.03,79.58
71.67,0.659,0.664,95.0,91.67,6.1,0.92,0.44,0.04,79.58
71.67,0.659,0.664,95.0,91.67,6.1,0.92,0.439,0.04,79.58
80.0,0.697,0.695,86.67,82.52,4.74,0.89,0.417,0.07,79.58
76.67,0.663,0.663,91.67,89.79,5.59,0.93,0.473,0.03,79.58
76.67,0.663,0.663,91.67,89.79,5.59,0.93,0.473,0.03,79.58
71.67,0.68,0.687,86.67,84.54,4.57,0.91,0.445,0.04,79.58
80.0,0.718,0.722,91.67,73.56,4.91,0.93,0.496,0.04,79.17
80.0,0.671,0.676,96.67,74.61,5.76,0.92,0.456,0.04,79.17
76.67,0.666,0.669,86.67,85.32,4.06,0.95,0.48,0.03,79.17
75.0,0.679,0.687,90.0,87.94,5.93,0.95,0.395,0.03,79.17
76.67,0.666,0.669,86.67,85.32,4.06,0.95,0.48,0.03,79.17
75.0,0.679,0.687,90.0,87.94,5.93,0.95,0.395,0.03,79.17
76.67,0.709,0.723,90.0,81.5,5.08,0.88,0.378,0.08,79.17
70.0,0.653,0.665,78.33,87.89,3.04,0.93,0.541,0.04,78.75
86.67,0.704,0.704,100.0,89.4,6.1,0.94,0.455,0.04,78.75
86.67,0.704,0.704,100.0,89.4,6.1,0.94,0.455,0.04,78.75
86.67,0.704,0.704,100.0,89.4,6.1,0.94,0.455,0.04,78.75
86.67,0.704,0.704,100.0,89.4,6.1,0.94,0.455,0.04,78.75
70.0,0.653,0.665,78.33,87.89,3.04,0.93,0.541,0.04,78.75
86.67,0.704,0.704,100.0,89.4,6.1,0.94,0.455,0.04,78.75
80.0,0.693,0.69,86.67,82.62,4.57,0.89,0.412,0.07,78.75
70.0,0.653,0.665,78.33,87.89,3.04,0.93,0.541,0.04,78.75
70.0,0.653,0.665,78.33,87.89,3.04,0.93,0.541,0.04,78.75
80.0,0.692,0.689,83.33,82.2,4.57,0.89,0.451,0.06,78.33
75.0,0.643,0.643,88.33,91.65,5.59,0.92,0.554,0.04,78.33
75.0,0.643,0.643,88.33,91.65,5.59,0.92,0.554,0.04,78.33
75.0,0.643,0.643,88.33,91.65,5.59,0.92,0.554,0.04,78.33
81.67,0.654,0.654,98.33,92.19,5.93,0.93,0.46,0.04,77.92
80.0,0.654,0.659,95.0,89.11,5.42,0.92,0.452,0.04,77.92
93.33,0.698,0.698,100.0,91.21,6.1,0.92,0.409,0.04,77.92
80.0,0.653,0.659,95.0,89.09,5.42,0.92,0.451,0.04,77.92
81.67,0.654,0.654,98.33,92.19,5.93,0.93,0.46,0.04,77.92
78.33,0.661,0.663,98.33,93.46,5.93,0.93,0.447,0.03,77.92
80.0,0.654,0.659,95.0,89.11,5.42,0.92,0.452,0.04,77.92
80.0,0.654,0.659,95.0,89.11,5.42,0.92,0.452,0.04,77.92
81.67,0.654,0.654,98.33,92.19,5.93,0.93,0.46,0.04,77.92
81.67,0.64,0.644,93.33,89.14,5.76,0.92,0.448,0.04,77.5
81.67,0.661,0.661,96.67,89.68,5.93,0.92,0.454,0.04,77.5
70.0,0.638,0.638,86.67,89.69,5.08,0.93,0.525,0.03,77.5
83.33,0.691,0.691,98.33,90.68,6.1,0.91,0.439,0.04,77.5
81.67,0.64,0.644,93.33,89.14,5.76,0.92,0.448,0.04,77.5
81.67,0.64,0.644,93.33,89.14,5.76,0.92,0.448,0.04,77.5
81.67,0.661,0.661,96.67,89.69,5.93,0.91,0.458,0.04,77.5
71.67,0.634,0.635,88.33,88.57,4.4,0.93,0.489,0.04,77.5
75.0,0.655,0.655,88.33,77.6,4.57,0.91,0.444,0.05,77.08
75.0,0.654,0.654,88.33,77.43,4.4,0.91,0.444,0.05,77.08
71.67,0.667,0.667,88.33,87.29,5.93,0.93,0.37,0.05,77.08
78.33,0.667,0.672,93.33,89.39,6.1,0.97,0.48,0.02,76.67
76.67,0.678,0.684,93.33,91.5,5.59,0.93,0.459,0.03,76.67
78.33,0.669,0.674,93.33,89.27,6.1,0.97,0.485,0.03,76.67
78.33,0.669,0.674,93.33,89.27,6.1,0.97,0.485,0.03,76.67
78.33,0.667,0.672,93.33,89.39,6.1,0.97,0.48,0.02,76.67
65.0,0.609,0.613,76.67,89.29,3.21,0.93,0.536,0.03,76.25
75.0,0.647,0.647,88.33,76.03,4.57,0.9,0.449,0.05,76.25
66.67,0.631,0.641,80.0,89.23,4.57,0.94,0.529,0.03,76.25
70.0,0.621,0.627,90.0,84.96,4.4,0.92,0.463,0.04,76.25
75.0,0.664,0.672,91.67,87.05,5.25,0.96,0.478,0.07,76.25
75.0,0.647,0.647,88.33,76.09,4.57,0.9,0.449,0.05,76.25
75.0,0.664,0.672,91.67,87.05,5.25,0.96,0.478,0.07,76.25
76.67,0.626,0.634,83.33,89.64,3.55,0.92,0.46,0.04,76.25
76.67,0.626,0.634,83.33,89.64,3.55,0.92,0.46,0.04,76.25
68.33,0.623,0.632,76.67,89.3,4.57,0.93,0.531,0.03,76.25
76.67,0.626,0.634,83.33,89.64,3.55,0.92,0.46,0.04,76.25
65.0,0.609,0.613,76.67,89.29,3.21,0.93,0.536,0.03,76.25
70.0,0.621,0.627,90.0,84.96,4.4,0.92,0.463,0.04,76.25
76.67,0.658,0.664,91.67,88.41,5.93,0.96,0.459,0.03,75.83
76.67,0.658,0.664,91.67,88.41,5.93,0.96,0.459,0.03,75.83
68.33,0.616,0.624,78.33,88.75,4.4,0.93,0.537,0.04,75.83
68.33,0.616,0.624,78.33,88.75,4.4,0.93,0.537,0.04,75.83
75.0,0.637,0.637,96.67,89.21,5.59,0.9,0.497,0.06,75.83
68.33,0.616,0.624,78.33,88.75,4.4,0.93,0.537,0.04,75.83
80.0,0.627,0.627,96.67,88.22,5.93,0.92,0.45,0.04,75.83
75.0,0.627,0.627,91.67,83.55,3.89,0.91,0.468,0.04,75.83
68.33,0.616,0.624,78.33,88.75,4.4,0.93,0.537,0.04,75.83
76.67,0.658,0.664,91.67,88.41,5.93,0.96,0.459,0.03,75.83
63.33,0.623,0.608,75.0,84.39,3.72,0.93,0.531,0.04,75.83
76.67,0.658,0.664,91.67,88.41,5.93,0.96,0.459,0.03,75.83
71.67,0.656,0.66,91.67,88.86,5.59,0.96,0.487,0.03,75.42
70.0,0.605,0.618,83.33,72.51,5.42,0.92,0.489,0.04,75.42
68.33,0.599,0.599,85.0,88.81,4.4,0.93,0.524,0.04,75.42
76.67,0.641,0.647,96.67,81.36,5.59,0.91,0.434,0.04,75.42
76.67,0.641,0.647,96.67,81.36,5.59,0.91,0.434,0.04,75.42
73.33,0.639,0.639,98.33,78.95,5.76,0.9,0.403,0.06,75.42
71.67,0.656,0.66,91.67,88.86,5.59,0.96,0.487,0.03,75.42
68.33,0.625,0.63,78.33,88.47,4.4,0.93,0.541,0.04,75.0
68.33,0.611,0.615,91.67,84.46,4.57,0.9,0.458,0.05,75.0
68.33,0.625,0.63,78.33,88.47,4.4,0.93,0.541,0.04,75.0
68.33,0.625,0.63,78.33,88.47,4.4,0.93,0.541,0.04,75.0
68.33,0.625,0.63,78.33,88.47,4.4,0.93,0.541,0.04,75.0
68.33,0.625,0.63,78.33,88.47,4.4,0.93,0.541,0.04,75.0
71.67,0.644,0.648,86.67,82.06,4.57,0.91,0.507,0.04,74.58
68.33,0.629,0.627,76.67,86.65,3.04,0.93,0.526,0.04,74.58
68.33,0.706,0.706,73.33,50.09,3.38,0.84,0.473,0.31,74.58
71.67,0.653,0.653,83.33,67.86,3.72,0.91,0.459,0.05,74.58
71.67,0.644,0.648,86.67,82.06,4.57,0.91,0.507,0.04,74.58
71.67,0.644,0.648,86.67,82.06,4.57,0.91,0.507,0.04,74.58
71.67,0.644,0.648,86.67,82.06,4.57,0.91,0.507,0.04,74.58
68.33,0.619,0.62,78.33,83.36,3.04,0.91,0.492,0.06,74.17
65.0,0.597,0.603,80.0,88.06,3.21,0.93,0.539,0.04,74.17
65.0,0.597,0.603,80.0,88.06,3.21,0.93,0.539,0.04,74.17
65.0,0.597,0.603,80.0,88.06,3.21,0.93,0.539,0.04,74.17
68.33,0.619,0.62,78.33,83.36,3.04,0.91,0.492,0.06,74.17
68.33,0.686,0.685,73.33,59.29,3.55,0.87,0.472,0.24,74.17
70.0,0.613,0.614,88.33,74.13,4.23,0.9,0.454,0.06,74.17
65.0,0.597,0.603,80.0,88.06,3.21,0.93,0.539,0.04,74.17
68.33,0.618,0.619,86.67,83.17,3.72,0.92,0.449,0.04,73.75
71.67,0.622,0.622,83.33,73.8,3.89,0.9,0.47,0.06,73.75
66.67,0.623,0.623,78.33,89.46,3.04,0.93,0.555,0.04,73.75
76.67,0.642,0.642,95.0,89.08,4.91,0.89,0.384,0.06,73.75
75.0,0.608,0.614,91.67,80.29,5.42,0.91,0.426,0.05,73.75
73.33,0.651,0.655,85.0,70.7,4.06,0.89,0.482,0.07,73.33
