AL0_P,TM-score,TM-align,AL4_P,QCS,Z-score,Handed.,SS,DFM,GDT_TS
66.67,0.604,0.601,81.67,81.77,3.89,0.9,0.456,0.05,73.33
68.33,0.621,0.625,93.33,81.53,5.42,0.93,0.451,0.04,73.33
75.0,0.641,0.645,93.33,79.17,5.08,0.89,0.448,0.06,73.33
65.0,0.615,0.627,78.33,87.42,3.21,0.91,0.444,0.05,72.92
68.33,0.575,0.574,88.33,81.0,3.89,0.9,0.43,0.05,72.92
70.0,0.631,0.628,73.33,68.7,3.38,0.91,0.43,0.05,72.92
63.33,0.616,0.619,76.67,87.76,2.88,0.93,0.507,0.04,72.92
68.33,0.612,0.613,75.0,78.79,3.38,0.91,0.449,0.05,72.92
70.0,0.611,0.611,86.67,73.98,4.57,0.89,0.414,0.05,72.5
60.0,0.574,0.571,75.0,87.53,3.04,0.93,0.557,0.03,72.5
63.33,0.594,0.589,68.33,82.9,2.54,0.92,0.473,0.04,72.5
60.0,0.574,0.571,75.0,87.53,3.04,0.93,0.557,0.03,72.5
71.67,0.615,0.612,80.0,87.3,4.57,0.91,0.464,0.04,72.5
76.67,0.622,0.623,90.0,87.79,4.57,0.92,0.464,0.04,72.5
60.0,0.574,0.571,75.0,87.53,3.04,0.93,0.557,0.03,72.5
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
56.67,0.562,0.561,73.33,87.47,3.21,0.93,0.523,0.03,72.08
65.0,0.62,0.616,80.0,68.33,3.89,0.89,0.444,0.06,72.08
65.0,0.62,0.616,80.0,68.33,3.89,0.89,0.444,0.06,72.08
56.67,0.562,0.561,73.33,87.47,3.21,0.93,0.523,0.03,72.08
60.0,0.568,0.574,73.33,75.98,2.37,0.92,0.391,0.06,72.08
65.0,0.62,0.616,80.0,68.33,3.89,0.89,0.444,0.06,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
65.0,0.597,0.594,70.0,84.54,2.54,0.93,0.522,0.03,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.542,0.04,72.08
65.0,0.62,0.616,80.0,68.33,3.89,0.89,0.445,0.06,72.08
58.33,0.549,0.542,65.0,85.16,3.04,0.93,0.433,0.05,72.08
65.0,0.597,0.594,70.0,84.54,2.54,0.93,0.522,0.03,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
60.0,0.57,0.578,75.0,87.18,3.04,0.93,0.541,0.04,72.08
68.33,0.596,0.593,80.0,73.3,3.89,0.89,0.434,0.06,71.67
71.67,0.616,0.611,78.33,73.16,3.72,0.92,0.451,0.05,71.67
61.67,0.559,0.564,75.0,86.79,2.54,0.93,0.55,0.04,71.67
70.0,0.606,0.619,78.33,71.38,3.04,0.88,0.436,0.09,71.67
68.33,0.596,0.593,80.0,73.3,3.89,0.89,0.434,0.06,71.67
71.67,0.616,0.611,78.33,73.16,3.72,0.92,0.451,0.05,71.67
56.67,0.567,0.57,73.33,87.5,3.04,0.93,0.562,0.03,71.67
61.67,0.559,0.564,75.0,86.79,2.54,0.93,0.55,0.04,71.67
68.33,0.596,0.593,80.0,73.3,3.89,0.89,0.434,0.06,71.67
68.33,0.609,0.604,78.33,69.06,3.55,0.88,0.421,0.07,71.67
68.33,0.609,0.604,78.33,69.06,3.55,0.88,0.421,0.07,71.67
61.67,0.559,0.564,75.0,86.79,2.54,0.93,0.549,0.04,71.67
68.33,0.596,0.593,80.0,73.3,3.89,0.89,0.434,0.06,71.67
68.33,0.596,0.593,80.0,73.3,3.89,0.89,0.434,0.06,71.67
60.0,0.576,0.578,75.0,87.5,2.37,0.93,0.551,0.04,71.25
63.33,0.597,0.601,75.0,87.07,2.54,0.93,0.523,0.04,71.25
60.0,0.576,0.578,75.0,87.5,2.37,0.93,0.551,0.04,71.25
60.0,0.573,0.573,75.0,86.37,2.88,0.93,0.517,0.04,71.25
65.0,0.608,0.623,85.0,78.47,3.89,0.91,0.472,0.06,70.83
66.67,0.53,0.549,76.67,77.22,2.88,0.91,0.505,0.05,70.83
65.0,0.608,0.623,85.0,78.47,3.89,0.91,0.472,0.06,70.83
61.67,0.577,0.572,65.0,81.28,2.88,0.92,0.46,0.04,70.83
61.67,0.577,0.573,65.0,81.28,2.88,0.92,0.461,0.04,70.83
65.0,0.574,0.575,78.33,83.02,2.54,0.92,0.493,0.1,70.83
60.0,0.564,0.57,75.0,86.28,2.54,0.93,0.543,0.04,70.83
60.0,0.564,0.57,75.0,86.28,2.54,0.93,0.543,0.04,70.83
60.0,0.564,0.57,75.0,86.28,2.54,0.93,0.543,0.04,70.83
60.0,0.564,0.57,75.0,86.28,2.54,0.93,0.543,0.04,70.83
60.0,0.564,0.57,75.0,86.28,2.54,0.93,0.543,0.04,70.83
60.0,0.564,0.57,75.0,86.28,2.54,0.93,0.543,0.04,70.83
60.0,0.564,0.57,75.0,86.28,2.54,0.93,0.543,0.04,70.83
66.67,0.53,0.549,76.67,77.22,2.88,0.91,0.505,0.05,70.83
66.67,0.53,0.549,76.67,77.22,2.88,0.91,0.505,0.05,70.83
61.67,0.562,0.564,75.0,86.78,2.54,0.92,0.466,0.04,70.83
58.33,0.57,0.57,78.33,84.73,2.54,0.9,0.405,0.05,70.83
55.0,0.534,0.564,75.0,70.76,2.2,0.91,0.522,0.05,70.83
65.0,0.574,0.575,78.33,83.02,2.54,0.92,0.493,0.1,70.83
60.0,0.553,0.549,73.33,77.58,2.88,0.92,0.524,0.04,70.42
61.67,0.559,0.564,78.33,77.84,3.89,0.93,0.479,0.07,70.42
61.67,0.557,0.561,73.33,86.38,2.88,0.92,0.396,0.05,70.42
66.67,0.542,0.539,71.67,83.66,3.04,0.92,0.4,0.05,70.42
73.33,0.623,0.632,91.67,73.22,4.91,0.91,0.437,0.09,70.42
65.0,0.569,0.566,76.67,78.36,3.55,0.89,0.426,0.05,70.0
66.67,0.569,0.571,80.0,71.26,3.89,0.89,0.402,0.06,70.0
63.33,0.561,0.56,75.0,76.43,3.72,0.89,0.437,0.05,70.0
60.0,0.579,0.582,81.67,81.37,4.4,0.89,0.38,0.07,70.0
60.0,0.566,0.568,75.0,85.82,2.37,0.93,0.557,0.04,70.0
66.67,0.569,0.571,80.0,71.26,3.89,0.89,0.402,0.06,70.0
66.67,0.569,0.571,80.0,71.26,3.89,0.89,0.402,0.06,70.0
60.0,0.586,0.581,66.67,86.57,2.37,0.92,0.52,0.05,70.0
60.0,0.566,0.568,75.0,85.82,2.37,0.93,0.557,0.04,70.0
63.33,0.57,0.567,75.0,78.33,3.55,0.89,0.419,0.06,70.0
65.0,0.58,0.578,80.0,72.34,3.72,0.87,0.356,0.08,70.0
60.0,0.579,0.577,65.0,86.4,2.54,0.93,0.545,0.04,69.58
63.33,0.557,0.562,76.67,77.5,3.89,0.92,0.467,0.08,69.58
61.67,0.56,0.561,78.33,77.77,3.89,0.93,0.471,0.07,69.58
60.0,0.579,0.577,65.0,86.4,2.54,0.93,0.545,0.04,69.58
60.0,0.579,0.577,65.0,86.4,2.54,0.93,0.545,0.04,69.58
63.33,0.556,0.561,80.0,77.3,4.24,0.92,0.443,0.08,69.17
60.0,0.533,0.531,71.67,83.27,2.37,0.91,0.41,0.06,69.17
61.67,0.555,0.552,70.0,69.92,2.71,0.92,0.493,0.04,69.17
55.0,0.543,0.54,75.0,65.29,3.38,0.87,0.411,0.09,68.75
65.0,0.558,0.564,75.0,77.59,3.89,0.92,0.499,0.08,68.75
65.0,0.544,0.544,76.67,63.77,3.38,0.84,0.405,0.18,68.33
56.67,0.514,0.523,70.0,71.56,2.37,0.92,0.476,0.05,67.92
58.33,0.533,0.547,83.33,75.05,3.04,0.91,0.395,0.05,67.92
53.33,0.537,0.54,61.67,75.66,3.55,0.9,0.355,0.07,67.5
51.67,0.571,0.567,71.67,55.57,3.04,0.86,0.375,0.1,67.5
58.33,0.53,0.534,70.0,84.35,2.2,0.92,0.45,0.05,67.5
58.33,0.514,0.515,75.0,71.44,3.89,0.87,0.41,0.07,66.67
61.67,0.527,0.532,73.33,68.38,3.38,0.87,0.428,0.06,66.67
63.33,0.531,0.534,80.0,62.28,3.8,0.88,0.368,0.09,66.25
55.0,0.538,0.541,71.67,73.88,2.2,0.92,0.523,0.04,66.25
58.33,0.536,0.532,61.67,82.02,2.03,0.92,0.472,0.04,65.83
56.67,0.544,0.537,63.33,82.29,1.86,0.92,0.518,0.04,65.83
55.0,0.525,0.518,61.67,74.48,2.03,0.92,0.556,0.04,65.83
55.0,0.525,0.518,61.67,74.48,2.03,0.92,0.556,0.04,65.83
63.33,0.547,0.549,71.67,61.48,3.21,0.86,0.432,0.1,65.83
70.0,0.588,0.587,75.0,47.16,3.72,0.85,0.397,0.38,65.42
58.33,0.485,0.483,71.67,74.89,3.04,0.86,0.408,0.07,65.42
66.67,0.585,0.583,73.33,47.23,3.72,0.85,0.374,0.38,65.42
58.33,0.518,0.514,66.67,80.42,2.2,0.92,0.522,0.04,65.0
58.33,0.518,0.514,66.67,80.42,2.2,0.92,0.522,0.04,65.0
68.33,0.562,0.56,75.0,51.3,3.55,0.85,0.381,0.25,64.58
60.0,0.539,0.535,73.33,58.3,3.04,0.77,0.321,0.42,64.58
66.67,0.563,0.563,73.33,47.7,3.72,0.85,0.393,0.25,64.58
65.0,0.58,0.58,75.0,46.64,3.55,0.85,0.413,0.38,64.58
60.0,0.564,0.564,73.33,58.37,3.21,0.87,0.414,0.09,64.17
50.0,0.499,0.542,83.33,66.28,3.21,0.87,0.4,0.07,63.75
65.0,0.566,0.564,73.33,57.03,3.38,0.87,0.392,0.12,63.75
66.67,0.565,0.562,73.33,46.63,3.55,0.85,0.39,0.34,63.33
56.67,0.54,0.532,63.33,75.85,2.37,0.91,0.47,0.05,63.33
66.67,0.565,0.562,73.33,46.63,3.55,0.85,0.39,0.34,63.33
63.33,0.547,0.548,70.0,46.16,3.04,0.86,0.411,0.31,62.92
63.33,0.547,0.548,70.0,46.16,3.04,0.86,0.411,0.31,62.92
50.0,0.481,0.559,76.67,49.95,3.55,0.79,0.265,0.34,62.92
58.33,0.48,0.478,68.33,76.94,2.54,0.87,0.37,0.07,62.92
58.33,0.529,0.524,66.67,55.8,2.88,0.86,0.393,0.13,62.5
53.33,0.492,0.486,61.67,74.85,1.69,0.91,0.481,0.04,62.5
58.33,0.527,0.527,70.0,49.48,3.04,0.86,0.388,0.17,62.5
58.33,0.502,0.495,63.33,75.87,2.2,0.91,0.451,0.11,62.08
58.33,0.502,0.495,63.33,75.87,2.2,0.91,0.451,0.11,62.08
60.0,0.536,0.536,70.0,46.96,3.21,0.86,0.396,0.24,62.08
21.67,0.482,0.509,80.0,59.58,3.38,0.76,0.327,0.14,61.67
36.67,0.453,0.465,71.67,61.52,1.86,0.85,0.409,0.09,61.67
21.67,0.482,0.509,80.0,59.58,3.38,0.76,0.327,0.14,61.67
21.67,0.482,0.509,80.0,59.58,3.38,0.76,0.327,0.14,61.67
21.67,0.482,0.509,80.0,59.58,3.38,0.76,0.327,0.14,61.67
21.67,0.482,0.509,80.0,59.58,3.38,0.76,0.327,0.14,61.67
58.33,0.512,0.513,70.0,45.89,2.88,0.85,0.389,0.22,61.67
61.67,0.526,0.526,70.0,49.36,3.04,0.86,0.395,0.17,61.67
63.33,0.528,0.525,70.0,45.29,2.88,0.86,0.408,0.28,61.67
60.0,0.519,0.521,70.0,51.51,3.21,0.85,0.404,0.16,61.67
45.0,0.468,0.444,56.67,71.08,1.69,0.92,0.515,0.04,60.83
56.67,0.526,0.522,66.67,45.04,3.04,0.88,0.397,0.18,60.42
46.67,0.443,0.437,53.33,59.65,1.01,0.83,0.401,0.09,60.0
43.33,0.437,0.405,53.33,59.83,1.01,0.82,0.394,0.1,60.0
41.67,0.438,0.407,51.67,58.27,1.01,0.81,0.4,0.11,59.58
46.67,0.452,0.407,58.33,58.86,1.18,0.84,0.423,0.1,59.17
53.33,0.482,0.477,60.0,51.79,1.86,0.85,0.356,0.1,59.17
45.0,0.432,0.406,50.0,63.23,1.01,0.82,0.379,0.12,59.17
46.67,0.424,0.399,51.67,57.82,1.18,0.82,0.363,0.1,58.33
23.33,0.411,0.432,63.33,54.49,1.18,0.8,0.435,0.12,57.5
0.0,0.421,0.411,0.0,57.73,0.5,0.83,0.375,0.09,57.5
0.0,0.437,0.425,0.0,65.33,1.01,0.92,0.508,0.05,55.0
51.67,0.469,0.466,58.33,50.62,1.86,0.85,0.457,0.09,55.0
51.67,0.469,0.467,58.33,50.43,1.86,0.85,0.443,0.1,54.58
48.33,0.453,0.451,55.0,48.56,1.69,0.84,0.449,0.1,52.92
48.33,0.452,0.448,55.0,48.31,1.69,0.84,0.432,0.11,52.92
0.0,0.441,0.455,0.0,62.39,1.69,0.89,0.448,0.07,52.5
48.33,0.445,0.443,53.33,47.22,1.35,0.83,0.455,0.1,52.5
48.33,0.445,0.441,53.33,47.17,1.18,0.84,0.438,0.11,52.5
0.0,0.41,0.458,0.0,56.27,0.67,0.81,0.339,0.12,52.08
51.67,0.445,0.439,58.33,41.38,2.03,0.79,0.387,0.25,52.08
51.67,0.446,0.439,58.33,41.23,2.2,0.79,0.371,0.25,51.67
51.67,0.438,0.434,60.0,42.66,1.52,0.88,0.442,0.09,51.67
0.0,0.404,0.41,0.0,41.54,1.69,0.87,0.295,0.12,51.25
43.33,0.419,0.46,56.67,25.78,2.2,0.7,0.145,0.78,51.25
45.0,0.426,0.421,51.67,48.19,0.84,0.89,0.463,0.07,50.83
45.0,0.426,0.421,51.67,48.19,0.84,0.89,0.463,0.07,50.83
46.67,0.435,0.439,50.0,28.13,0.84,0.62,0.246,0.94,49.58
46.67,0.436,0.431,51.67,46.05,1.01,0.83,0.433,0.11,49.58
46.67,0.436,0.431,51.67,44.91,1.01,0.83,0.426,0.12,49.17
43.33,0.422,0.416,50.0,38.36,1.01,0.86,0.441,0.1,48.75
43.33,0.422,0.416,50.0,38.36,1.01,0.86,0.441,0.1,48.75
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.388,0.405,0.0,26.25,0.84,0.8,0.204,0.32,48.33
0.0,0.32,0.402,0.0,25.73,-0.18,0.59,0.188,1.33,42.08
0.0,0.287,0.368,1.67,25.78,-0.18,0.65,0.24,0.78,41.67
0.0,0.302,0.422,0.0,22.24,0.16,0.61,0.143,0.87,40.0
0.0,0.328,0.373,0.0,18.37,-0.01,0.62,0.174,1.11,39.58
1.67,0.355,0.37,43.33,25.94,-0.18,0.64,0.209,0.97,39.17
1.67,0.356,0.367,40.0,25.85,0.16,0.64,0.209,0.97,39.17
0.0,0.309,0.349,0.0,18.01,0.33,0.55,0.152,1.29,37.5
0.0,0.309,0.349,0.0,18.01,0.33,0.55,0.152,1.29,37.5
0.0,0.267,0.352,0.0,30.15,-0.01,0.58,0.24,1.0,35.83
0.0,0.231,0.366,0.0,27.26,-1.2,0.59,0.15,0.69,34.58
0.0,0.265,0.376,0.0,22.75,-1.2,0.59,0.136,1.24,33.75
0.0,0.247,0.32,0.0,27.93,-0.86,0.64,0.128,1.11,33.75
0.0,0.259,0.332,0.0,26.98,-0.86,0.57,0.186,1.2,33.33
10.0,0.25,0.317,41.67,17.46,0.5,0.56,0.133,1.15,32.92
28.33,0.289,0.327,31.67,20.0,-0.35,0.59,0.231,1.36,32.92
10.0,0.25,0.317,41.67,17.46,0.5,0.56,0.133,1.15,32.92
0.0,0.245,0.35,0.0,27.32,-1.71,0.53,0.149,0.83,32.5
0.0,0.29,0.303,0.0,17.86,-1.03,0.57,0.298,1.44,32.5
0.0,0.249,0.359,0.0,25.06,-0.35,0.53,0.188,0.69,32.5
0.0,0.235,0.319,0.0,15.15,-0.86,0.54,0.092,1.37,30.0
0.0,0.235,0.319,0.0,15.15,-0.86,0.54,0.092,1.37,30.0
90.91,0.881,0.882,91.82,96.68,7.56,0.97,0.663,0.07,89.09
90.91,0.881,0.882,91.82,96.69,7.56,0.97,0.663,0.07,89.09
90.91,0.88,0.881,91.82,95.84,7.56,0.98,0.655,0.07,88.86
90.91,0.88,0.881,91.82,95.84,7.56,0.98,0.655,0.07,88.86
90.91,0.88,0.881,91.82,95.84,7.56,0.98,0.655,0.07,88.86
89.09,0.864,0.863,90.91,94.54,7.34,0.97,0.577,0.08,88.86
90.91,0.88,0.881,91.82,95.84,7.56,0.98,0.655,0.07,88.86
89.09,0.864,0.863,90.91,94.54,7.34,0.97,0.577,0.08,88.86
89.09,0.864,0.864,90.91,94.55,7.34,0.98,0.654,0.07,88.64
90.91,0.882,0.882,91.82,96.75,7.45,0.97,0.72,0.08,88.64
89.09,0.863,0.862,90.91,94.6,7.34,0.97,0.606,0.06,88.64
89.09,0.863,0.862,90.91,94.6,7.34,0.97,0.606,0.06,88.64
89.09,0.864,0.864,90.91,94.55,7.34,0.98,0.654,0.07,88.64
89.09,0.864,0.864,90.91,96.63,7.34,0.97,0.65,0.08,88.41
89.09,0.864,0.864,90.91,96.63,7.34,0.97,0.65,0.08,88.41
89.09,0.864,0.864,90.91,94.56,7.34,0.98,0.654,0.07,88.41
89.09,0.864,0.863,90.91,94.41,7.34,0.97,0.65,0.07,88.41
89.09,0.864,0.864,90.91,94.56,7.34,0.98,0.654,0.07,88.41
89.09,0.864,0.864,90.91,96.63,7.34,0.97,0.65,0.08,88.41
89.09,0.864,0.864,90.91,96.63,7.34,0.97,0.65,0.08,88.41
89.09,0.864,0.864,90.91,94.56,7.34,0.98,0.654,0.07,88.41
89.09,0.864,0.863,90.91,94.41,7.34,0.97,0.65,0.07,88.41
89.09,0.864,0.864,90.91,94.56,7.34,0.98,0.654,0.07,88.41
89.09,0.863,0.863,90.91,96.42,7.34,0.97,0.572,0.08,88.18
89.09,0.863,0.863,90.91,96.42,7.34,0.97,0.572,0.08,88.18
89.09,0.862,0.861,90.0,94.52,7.34,0.97,0.593,0.06,88.18
89.09,0.862,0.861,90.0,94.52,7.34,0.97,0.593,0.06,88.18
90.0,0.869,0.871,91.82,96.11,7.45,0.97,0.695,0.08,87.73
90.0,0.87,0.871,91.82,96.2,7.45,0.97,0.701,0.08,87.73
90.0,0.87,0.871,91.82,96.19,7.45,0.97,0.704,0.08,87.73
90.0,0.87,0.871,91.82,96.19,7.45,0.97,0.702,0.08,87.73
90.0,0.87,0.871,91.82,96.19,7.45,0.97,0.699,0.08,87.73
90.0,0.859,0.86,90.91,91.15,7.34,0.97,0.639,0.06,87.5
90.0,0.862,0.864,90.91,95.91,7.45,0.96,0.68,0.1,87.05
91.82,0.875,0.874,92.73,96.13,7.45,0.97,0.706,0.07,86.14
91.82,0.876,0.875,92.73,96.34,7.45,0.97,0.703,0.06,86.14
91.82,0.876,0.875,92.73,96.34,7.45,0.97,0.703,0.06,86.14
86.36,0.839,0.84,90.91,91.46,7.34,0.97,0.675,0.13,85.91
91.82,0.876,0.874,92.73,96.2,7.56,0.97,0.703,0.07,85.68
90.91,0.861,0.861,91.82,90.5,7.56,0.95,0.495,0.08,84.55
90.91,0.836,0.836,91.82,95.84,7.45,0.97,0.684,0.13,83.41
87.27,0.831,0.832,90.91,95.6,7.34,0.97,0.678,0.14,83.41
88.18,0.841,0.84,90.91,95.71,7.56,0.97,0.652,0.12,82.73
88.18,0.841,0.84,90.91,95.71,7.56,0.97,0.652,0.12,82.73
88.18,0.814,0.815,90.91,94.97,7.34,0.97,0.685,0.13,82.05
88.18,0.814,0.815,90.91,94.97,7.34,0.97,0.685,0.13,82.05
88.18,0.814,0.815,90.91,94.97,7.34,0.97,0.685,0.13,82.05
88.18,0.814,0.815,90.91,94.97,7.34,0.97,0.685,0.13,82.05
88.18,0.814,0.815,90.91,94.97,7.34,0.97,0.685,0.13,82.05
88.18,0.819,0.819,90.91,95.25,7.34,0.97,0.609,0.15,81.36
86.36,0.801,0.801,90.91,94.79,7.34,0.96,0.655,0.15,80.68
81.82,0.785,0.796,87.27,89.22,7.12,0.95,0.603,0.14,80.0
80.91,0.778,0.776,84.55,94.77,6.58,0.97,0.643,0.12,79.77
87.27,0.816,0.817,90.0,92.17,7.45,0.95,0.614,0.1,78.86
71.82,0.724,0.721,80.0,90.83,6.69,0.94,0.555,0.13,72.27
71.82,0.725,0.722,80.91,90.81,6.69,0.94,0.553,0.13,72.05
77.27,0.755,0.752,86.36,89.45,6.8,0.92,0.526,0.1,71.82
73.64,0.71,0.71,81.82,91.71,6.69,0.94,0.572,0.16,71.14
73.64,0.71,0.71,81.82,91.7,6.69,0.94,0.571,0.16,71.14
77.27,0.714,0.71,80.0,84.07,5.93,0.94,0.549,0.11,70.45
70.0,0.698,0.693,77.27,90.1,6.03,0.94,0.553,0.17,70.23
70.0,0.698,0.692,77.27,90.11,6.03,0.94,0.553,0.17,70.0
73.64,0.688,0.683,76.36,82.74,5.6,0.93,0.545,0.12,68.18
72.73,0.687,0.683,75.45,80.85,5.49,0.91,0.553,0.2,68.18
76.36,0.684,0.677,78.18,80.54,5.71,0.93,0.519,0.14,67.73
76.36,0.684,0.677,78.18,80.54,5.71,0.93,0.519,0.14,67.73
70.0,0.667,0.671,80.91,89.03,6.47,0.94,0.595,0.17,66.36
70.0,0.667,0.671,80.91,89.03,6.47,0.94,0.595,0.17,66.36
70.0,0.667,0.671,80.91,89.03,6.47,0.94,0.595,0.17,66.36
69.09,0.668,0.671,74.55,80.96,5.49,0.93,0.506,0.2,66.36
70.91,0.658,0.662,80.91,85.46,6.36,0.93,0.427,0.2,66.14
64.55,0.643,0.638,69.09,81.35,4.73,0.94,0.564,0.29,66.14
69.09,0.647,0.642,71.82,75.35,5.27,0.93,0.545,0.15,65.91
69.09,0.647,0.642,71.82,75.35,5.27,0.93,0.545,0.15,65.91
68.18,0.662,0.667,80.91,84.07,6.25,0.94,0.375,0.19,65.68
70.0,0.631,0.627,79.09,82.99,5.82,0.93,0.56,0.16,65.68
65.45,0.648,0.643,71.82,78.31,5.27,0.93,0.544,0.2,65.68
66.36,0.646,0.64,71.82,82.98,5.27,0.93,0.582,0.23,65.68
69.09,0.644,0.64,79.09,84.0,5.82,0.94,0.577,0.17,65.68
58.18,0.597,0.597,66.36,80.02,5.82,0.93,0.568,0.18,65.45
58.18,0.597,0.597,66.36,80.02,5.82,0.93,0.568,0.18,65.45
58.18,0.597,0.597,66.36,80.02,5.82,0.93,0.568,0.18,65.45
66.36,0.645,0.639,72.73,82.77,5.27,0.93,0.557,0.24,65.45
68.18,0.644,0.639,74.55,79.54,5.49,0.93,0.568,0.2,65.23
67.27,0.638,0.64,75.45,83.29,5.49,0.93,0.556,0.15,65.23
60.0,0.596,0.594,67.27,79.05,5.05,0.93,0.593,0.15,65.23
68.18,0.644,0.639,74.55,79.54,5.49,0.93,0.568,0.2,65.23
60.0,0.601,0.6,66.36,81.45,4.4,0.93,0.558,0.17,64.09
70.91,0.654,0.646,73.64,80.38,5.27,0.94,0.561,0.14,64.09
59.09,0.6,0.597,72.73,81.02,5.49,0.93,0.582,0.16,64.09
67.27,0.636,0.631,75.45,83.39,5.71,0.93,0.576,0.18,64.09
61.82,0.628,0.622,69.09,86.11,4.51,0.93,0.572,0.2,63.86
69.09,0.642,0.635,71.82,77.58,5.05,0.94,0.569,0.12,63.64
69.09,0.642,0.635,71.82,77.58,5.05,0.94,0.569,0.12,63.64
69.09,0.642,0.635,71.82,77.58,5.05,0.94,0.569,0.12,63.64
68.18,0.627,0.622,74.55,82.84,5.49,0.93,0.565,0.18,63.64
69.09,0.642,0.635,71.82,77.58,5.05,0.94,0.569,0.12,63.64
63.64,0.616,0.611,73.64,84.8,5.27,0.93,0.555,0.16,63.41
61.82,0.612,0.61,69.09,78.69,4.4,0.94,0.592,0.15,63.41
63.64,0.625,0.62,68.18,80.5,4.51,0.93,0.569,0.26,63.18
63.64,0.625,0.62,68.18,80.5,4.51,0.93,0.569,0.26,63.18
63.64,0.625,0.62,68.18,80.5,4.51,0.93,0.569,0.26,63.18
68.18,0.639,0.634,72.73,79.52,5.38,0.93,0.538,0.17,62.95
68.18,0.639,0.634,72.73,79.52,5.38,0.93,0.538,0.17,62.95
68.18,0.639,0.634,72.73,79.52,5.38,0.93,0.538,0.17,62.95
62.73,0.614,0.608,68.18,87.39,4.18,0.93,0.566,0.17,62.73
61.82,0.602,0.594,69.09,85.28,4.51,0.93,0.592,0.16,62.5
59.09,0.591,0.586,65.45,85.41,4.18,0.93,0.589,0.21,62.27
62.73,0.616,0.609,69.09,77.3,4.51,0.93,0.568,0.22,62.05
68.18,0.635,0.629,72.73,74.69,5.27,0.93,0.525,0.14,61.82
62.73,0.615,0.608,69.09,77.09,4.51,0.92,0.552,0.23,61.82
60.91,0.621,0.617,70.91,83.87,4.84,0.91,0.554,0.16,61.59
66.36,0.622,0.616,71.82,78.66,5.27,0.92,0.552,0.19,61.36
66.36,0.622,0.616,71.82,78.66,5.27,0.92,0.552,0.19,61.36
60.0,0.607,0.603,72.73,78.95,5.27,0.92,0.556,0.22,61.36
66.36,0.622,0.616,71.82,78.66,5.27,0.92,0.552,0.19,61.36
66.36,0.622,0.616,71.82,78.66,5.27,0.92,0.552,0.19,61.36
65.45,0.627,0.62,70.91,76.82,5.16,0.93,0.536,0.15,61.36
65.45,0.627,0.62,70.91,76.82,5.16,0.93,0.536,0.15,61.36
60.0,0.596,0.592,70.91,81.19,5.27,0.92,0.567,0.25,61.14
