GDT_TS,GDT_HA,GDC_SC,rmsd
74.3,54.23,28.07,2.94
71.67,53.34,19.39,3.06
42.5,32.35,17.86,32.65
81.34,67.25,34.52,2.23
95.93,89.48,70.75,1.26
47.95,33.18,16.01,12.37
81.34,65.49,36.51,1.95
73.8,60.03,46.22,8.99
87.73,75.91,59.09,5.33
94.82,83.56,59.92,1.33
92.52,85.05,65.69,9.72
71.82,53.86,38.51,6.9
95.3,83.33,62.28,1.33
89.22,75.9,60.91,1.93
20.23,11.59,2.15,19.24
60.23,45.0,29.04,10.46
49.77,35.68,26.46,18.41
94.37,82.88,58.98,1.34
93.47,80.86,57.6,1.33
83.8,69.36,41.38,1.97
33.75,24.17,5.23,17.68
5.87,3.21,0.6,27.1
83.75,67.92,39.05,1.82
82.75,67.25,38.18,1.72
50.35,31.69,15.89,5.5
51.36,36.13,24.85,12.36
27.82,20.07,7.89,13.68
77.25,61.71,27.39,3.29
95.59,89.37,74.5,1.23
46.82,32.5,15.92,13.15
52.61,39.3,16.35,16.17
71.67,55.41,26.86,3.3
87.72,74.25,52.11,2.46
72.08,56.66,28.48,3.22
61.62,45.07,21.91,6.75
72.53,53.17,26.07,3.35
73.87,54.64,38.02,4.28
95.96,82.48,69.83,0.86
78.59,63.47,33.09,3.71
40.29,28.97,17.71,32.53
25.9,16.62,6.07,18.44
86.67,70.42,40.39,1.74
30.29,21.62,9.6,36.84
94.82,82.66,58.14,1.32
89.72,80.14,62.55,9.76
65.42,51.25,27.23,9.33
91.67,76.8,55.9,1.64
25.0,18.24,6.78,30.9
78.39,67.99,50.96,10.99
29.91,16.88,4.38,11.52
72.5,53.75,27.35,2.93
65.49,51.76,27.54,6.96
90.65,82.59,66.11,9.71
72.08,56.66,28.48,3.22
84.88,67.36,50.93,1.74
79.29,63.04,39.76,3.2
79.24,63.05,39.38,3.23
95.25,87.78,71.32,1.31
35.0,27.95,16.78,14.28
75.82,57.01,29.33,8.52
55.0,42.73,26.62,10.65
95.05,84.24,59.61,1.3
79.49,63.03,41.13,2.09
79.49,70.21,54.68,14.25
78.85,62.82,41.23,2.53
93.24,78.61,57.87,1.51
65.6,45.52,20.9,4.28
95.7,90.95,74.59,1.3
95.59,89.36,73.7,1.24
76.17,60.28,32.86,8.74
36.32,29.56,15.17,40.67
93.47,78.16,56.96,1.54
90.54,84.58,63.49,9.83
93.92,78.61,33.77,1.54
93.16,78.42,57.94,1.44
61.68,45.66,31.1,9.02
96.15,91.29,77.2,1.3
39.27,32.94,18.53,36.62
93.26,81.89,63.23,1.18
70.0,53.18,32.35,5.61
83.18,65.42,51.19,10.01
52.92,42.08,27.39,9.11
90.72,76.05,58.35,1.54
95.05,84.01,62.42,1.35
75.0,55.28,31.09,3.48
37.05,25.91,12.61,12.42
93.41,81.29,62.29,1.23
90.42,81.89,66.01,9.74
20.3,14.31,3.67,15.8
95.14,87.9,71.19,1.37
90.42,83.3,64.51,9.77
93.92,84.23,65.62,1.42
96.49,88.24,70.57,0.88
84.93,69.28,50.25,9.63
91.03,76.71,55.27,1.56
62.92,48.75,26.74,9.44
93.47,81.31,60.85,1.49
77.56,61.75,38.22,2.64
96.38,92.42,79.93,1.29
90.54,84.81,65.01,9.73
66.63,46.41,34.55,3.43
58.55,37.61,10.99,4.03
75.7,56.69,25.84,2.93
84.17,67.08,23.83,2.34
76.65,66.47,50.97,12.04
90.65,82.59,65.87,9.73
30.29,23.68,14.49,41.95
95.14,88.69,73.89,1.3
93.92,80.86,59.03,1.38
93.92,80.86,57.06,1.35
93.38,79.06,57.59,1.87
75.7,57.75,30.53,2.83
38.03,27.46,7.57,12.51
95.14,87.56,72.3,1.32
90.89,83.18,63.44,9.66
86.67,70.42,38.86,1.41
46.59,32.5,18.65,12.02
96.61,91.41,74.31,1.17
95.14,88.69,72.24,1.31
27.95,19.77,4.57,17.49
31.32,21.77,9.15,37.47
84.28,66.92,53.27,1.69
76.36,57.5,38.76,3.12
81.67,68.33,40.08,2.04
40.23,27.73,15.69,13.95
80.28,65.85,29.33,2.72
53.26,33.8,19.82,6.06
87.56,79.3,63.84,11.03
72.08,57.08,23.56,3.77
95.02,86.08,70.16,1.3
66.14,47.73,21.84,7.07
46.18,35.0,22.25,20.69
12.12,5.0,0.76,14.52
88.41,82.5,55.29,6.84
84.7,67.64,48.55,9.95
92.79,77.93,57.89,1.52
93.11,81.44,62.24,1.22
82.08,65.42,36.52,2.12
80.28,65.5,31.73,2.66
95.27,84.46,59.71,1.25
25.44,18.82,10.74,41.8
87.42,72.45,53.26,2.25
74.51,55.81,38.13,3.13
69.37,53.88,32.93,5.87
30.29,21.62,9.86,36.84
86.27,70.07,41.82,1.98
92.12,76.58,57.02,1.55
88.77,72.0,57.36,1.38
76.4,57.83,40.38,9.62
95.81,87.11,68.84,1.2
91.0,82.83,66.8,9.68
87.73,76.36,59.09,5.33
69.46,59.13,45.13,9.85
96.27,90.95,75.12,1.33
81.69,66.2,35.48,1.78
74.77,54.41,25.91,7.91
30.63,21.48,7.54,13.96
34.41,25.59,12.32,37.7
83.45,69.01,43.02,1.89
30.29,21.62,9.86,36.84
38.38,28.67,15.93,36.99
53.21,34.13,18.1,6.04
90.89,82.59,65.72,9.7
77.1,68.71,53.53,5.88
32.79,25.73,12.93,40.33
17.99,10.63,5.42,15.8
68.8,48.51,23.81,3.23
64.79,51.76,26.51,7.09
45.07,28.87,12.87,10.88
93.69,80.86,53.66,1.37
30.73,24.7,16.22,32.92
72.5,57.08,28.37,3.04
93.92,79.5,56.58,1.4
93.69,80.18,57.6,1.49
20.3,14.53,4.84,14.96
79.29,61.41,43.05,2.91
52.5,42.08,24.05,8.91
94.98,87.62,69.04,1.26
83.75,70.0,43.14,1.79
90.65,84.35,65.38,9.77
83.23,65.42,49.31,1.83
97.62,92.76,80.04,0.89
24.71,18.53,9.11,32.35
95.59,88.92,73.27,1.31
81.44,63.62,45.93,1.95
90.19,82.01,60.29,9.79
91.22,76.35,54.93,1.67
76.41,58.8,36.87,3.58
30.59,23.82,15.64,38.14
76.41,56.34,24.75,2.73
44.77,30.23,20.86,13.42
78.42,60.47,36.63,2.36
77.55,58.64,39.59,3.03
60.56,45.07,26.22,6.49
96.96,91.12,73.44,0.78
76.92,57.91,34.68,2.76
54.55,41.59,30.63,13.88
56.18,51.47,30.69,12.38
85.33,69.01,49.5,1.82
79.02,62.61,40.03,3.33
48.33,32.5,17.73,10.31
27.35,21.18,10.89,37.21
62.68,49.3,25.45,7.25
48.75,37.08,22.31,12.09
92.12,76.36,37.7,1.58
66.25,51.25,23.9,9.33
37.77,24.35,15.43,13.53
60.23,44.32,21.38,9.78
80.83,64.58,36.06,1.84
96.49,91.41,77.78,1.19
61.68,50.45,36.92,14.95
46.82,32.5,15.5,13.15
95.05,83.56,61.01,1.31
82.75,67.25,38.18,1.72
79.86,66.97,39.26,4.83
76.63,57.72,40.65,2.98
95.05,82.89,60.33,1.33
68.33,50.0,19.85,3.87
96.38,91.74,78.89,1.26
73.64,52.94,39.2,2.78
77.5,60.0,30.23,2.24
95.05,83.33,60.79,1.53
82.33,64.07,49.72,1.81
70.83,54.59,26.02,3.32
56.2,43.75,24.99,16.62
40.23,27.27,18.32,13.69
45.05,28.38,10.13,7.77
37.92,29.59,6.21,21.13
77.92,60.42,31.67,2.22
95.7,89.59,73.55,1.38
72.53,53.17,26.28,3.95
89.6,80.61,63.17,9.81
95.36,88.46,73.85,1.31
64.09,47.5,24.13,8.06
74.51,55.76,37.95,3.13
83.75,70.0,43.14,1.79
90.07,81.31,63.55,9.76
44.77,30.23,20.86,13.42
77.61,59.3,37.41,3.31
55.73,46.91,28.72,9.21
83.1,68.66,45.04,1.93
80.09,66.32,48.23,8.67
90.16,77.38,56.48,1.8
73.24,54.58,30.97,3.76
91.89,76.58,52.65,1.45
43.82,34.56,20.39,38.76
80.69,69.16,53.36,8.31
95.81,89.14,73.52,1.29
80.98,63.04,27.94,2.11
23.94,17.25,0.35,14.79
49.85,35.03,18.67,12.19
79.58,64.08,34.55,2.16
92.67,81.29,61.77,1.26
85.75,69.74,50.22,3.31
54.77,41.14,26.48,10.66
68.47,49.1,15.51,3.18
89.58,73.75,42.84,1.24
91.24,83.29,64.57,9.73
22.22,14.74,1.15,15.27
76.92,57.7,36.99,2.25
64.79,50.7,27.1,7.1
95.14,87.78,71.87,1.34
93.69,79.5,54.97,1.36
75.6,60.78,50.15,14.2
90.99,77.03,53.35,1.65
75.83,62.09,28.48,2.87
54.55,42.05,23.57,21.86
46.82,32.5,15.92,13.15
85.03,67.96,52.24,1.7
59.55,47.27,26.34,18.31
69.46,52.25,27.88,14.27
92.79,78.38,55.8,1.6
27.94,20.59,9.68,25.3
78.59,60.22,39.35,3.11
59.77,43.18,21.91,9.43
60.45,47.95,32.7,22.04
87.22,67.19,53.65,1.54
90.54,83.64,63.64,9.81
52.73,37.5,13.01,8.36
95.81,90.95,76.45,1.32
82.92,69.45,48.76,8.31
56.14,42.27,24.34,18.36
94.59,83.11,62.9,1.34
96.27,90.16,72.12,1.24
79.3,62.22,33.17,4.98
42.5,31.03,14.82,37.7
82.39,67.61,34.87,2.52
97.01,89.31,65.61,1.4
94.14,80.41,60.16,1.5
40.68,29.09,14.34,12.52
72.08,56.66,28.48,3.22
23.65,13.62,5.36,19.1
77.39,58.21,39.29,3.14
78.33,60.83,28.94,3.18
44.77,30.23,20.86,13.42
65.84,53.17,30.94,7.05
95.7,89.59,73.97,1.23
90.57,75.75,58.1,1.56
89.67,73.95,56.75,1.43
84.51,70.07,41.76,1.95
91.02,74.85,59.84,1.23
53.97,45.74,33.36,12.34
44.37,32.04,18.39,12.63
96.49,91.41,77.78,1.19
27.65,18.68,5.58,36.42
20.73,15.17,5.34,22.24
31.69,21.48,1.82,10.54
95.36,83.98,67.41,0.94
25.91,20.0,8.72,18.91
94.37,81.31,55.16,1.37
56.14,43.05,22.31,8.52
94.59,81.98,57.55,1.34
27.79,22.06,11.54,37.33
94.82,83.78,57.18,1.35
91.77,79.94,59.04,1.37
27.5,20.59,11.4,41.13
94.87,80.98,60.55,1.44
73.33,53.75,25.23,2.67
79.92,63.67,40.19,2.17
71.83,51.76,28.56,3.68
95.81,87.33,70.52,1.39
78.31,60.71,39.81,3.17
80.28,64.08,30.79,2.33
75.81,57.01,37.13,3.35
14.97,9.58,1.28,19.26
21.8,13.89,3.16,15.65
83.1,68.66,41.97,1.87
74.89,54.98,29.6,7.46
79.58,64.08,34.55,2.16
95.7,89.48,74.64,1.3
58.12,37.18,18.22,3.98
70.0,51.67,24.58,3.19
25.9,16.62,6.07,18.44
93.16,78.42,57.49,1.4
86.54,70.94,51.9,2.38
90.89,83.88,65.62,9.69
65.68,50.23,31.45,9.78
36.77,28.53,17.07,40.82
94.59,81.53,58.63,1.46
75.35,57.04,26.83,3.0
72.18,53.87,30.94,3.84
94.37,82.21,62.63,1.34
95.25,84.73,65.71,1.3
75.0,56.9,39.77,6.12
32.69,19.02,6.35,11.63
72.18,53.88,29.9,4.54
89.95,80.49,63.16,9.75
83.75,70.0,43.14,1.79
76.92,56.84,32.57,2.54
74.46,53.37,38.68,2.7
90.42,84.11,64.64,9.81
83.45,69.01,43.37,1.83
31.36,24.32,12.01,16.95
63.73,50.35,25.6,7.21
72.08,54.59,15.68,3.23
82.78,62.27,42.76,1.78
90.65,83.18,63.95,9.73
92.57,78.38,54.66,1.28
77.72,60.71,38.98,3.47
35.68,26.36,8.93,13.96
91.92,81.14,59.5,1.33
59.09,45.0,23.57,13.88
96.15,91.41,77.23,1.24
56.59,43.41,23.94,16.52
90.65,83.76,63.96,9.76
71.15,50.56,24.58,7.49
95.05,83.11,60.79,1.34
91.0,83.76,62.92,9.72
95.47,88.69,74.11,1.29
90.42,83.64,64.24,9.77
29.12,20.14,12.84,36.94
42.65,32.5,20.14,36.2
61.63,40.05,29.66,4.7
78.42,60.47,36.63,2.36
94.82,83.11,58.43,1.48
92.57,77.48,58.18,1.52
70.83,54.59,26.02,3.32
85.63,71.11,51.95,4.42
81.69,64.78,37.95,1.98
95.81,87.33,70.52,1.39
93.67,85.63,67.79,1.73
78.42,62.18,38.95,2.59
90.72,77.55,58.1,2.27
96.38,92.42,77.72,1.28
54.23,35.21,14.49,5.47
63.73,49.65,24.08,7.2
91.44,77.7,48.76,1.37
89.07,75.3,61.08,2.48
95.05,82.44,60.81,1.41
80.16,62.82,41.93,2.9
66.9,52.47,26.63,7.0
31.14,22.27,7.76,14.09
50.23,35.0,19.91,11.96
82.93,65.27,50.64,1.76
34.27,26.18,15.58,38.7
26.47,20.29,12.61,36.24
84.51,70.42,41.91,1.96
66.2,53.17,31.23,7.05
52.14,38.03,19.2,8.32
21.71,12.88,2.8,19.53
90.65,84.46,63.05,9.81
83.8,67.61,27.95,1.84
42.21,32.21,18.67,39.34
96.49,92.2,77.73,1.23
78.04,60.27,40.65,3.07
28.97,20.44,12.91,36.99
69.58,54.17,23.71,3.76
33.18,22.73,6.01,15.52
81.25,62.5,33.83,1.87
94.87,82.05,61.47,1.33
79.06,61.33,30.97,2.37
75.49,55.76,41.28,2.46
67.25,49.3,28.3,5.76
91.44,75.45,44.08,1.7
45.23,32.27,22.1,10.94
38.53,28.38,16.72,37.73
90.77,76.8,55.07,1.66
90.89,85.4,66.35,9.71
90.42,82.01,67.33,9.73
95.36,88.58,72.47,1.39
32.5,27.91,8.71,18.54
90.77,82.83,64.76,9.7
90.27,76.5,50.58,1.57
89.37,75.3,57.25,1.62
28.53,20.3,8.77,39.29
30.44,23.97,14.95,39.23
44.77,30.23,20.86,13.42
91.0,83.76,63.75,9.66
10.91,6.14,2.45,36.09
34.27,26.18,15.58,38.7
25.0,15.87,4.99,19.06
91.02,78.14,58.8,1.42
85.21,69.36,44.58,1.84
90.42,84.11,59.82,9.7
72.89,54.58,29.03,3.61
28.17,19.37,6.66,11.26
32.92,21.25,4.39,13.92
49.79,30.98,13.26,5.61
90.99,77.93,54.56,2.08
95.7,87.56,71.29,1.33
56.36,41.59,29.58,10.1
72.99,54.57,36.99,3.35
49.58,40.42,23.41,9.62
56.41,37.39,20.96,5.5
95.7,89.82,74.76,1.3
96.04,89.59,71.52,1.33
84.51,70.42,41.91,1.96
90.54,83.53,66.05,9.79
55.13,38.46,22.62,3.92
83.45,69.01,43.37,1.83
64.09,49.09,35.08,9.33
95.25,88.46,71.43,1.3
71.56,61.97,47.22,10.01
72.5,53.75,27.27,3.01
78.15,60.44,38.33,3.15
52.25,44.31,31.33,14.33
85.0,69.17,36.78,1.68
18.1,8.86,2.86,17.3
79.89,61.63,37.39,2.81
46.83,32.04,14.46,7.13
91.0,83.76,62.92,9.72
66.2,51.76,28.91,7.02
95.7,87.67,68.69,1.22
93.92,80.86,54.7,1.36
96.38,91.63,75.98,1.25
76.25,58.33,29.92,2.61
29.56,23.53,11.72,41.83
32.79,23.38,9.83,37.32
56.44,41.77,27.48,12.75
78.2,62.82,35.64,2.79
95.36,88.12,72.36,1.32
63.32,54.19,40.57,13.47
87.87,70.81,50.02,1.41
59.55,44.55,26.71,10.38
80.16,62.82,41.93,2.9
79.7,63.46,39.98,2.26
80.42,61.67,32.69,2.07
40.23,27.73,15.69,13.95
32.92,21.25,4.39,13.92
85.42,70.0,39.39,1.76
52.94,44.41,30.25,12.87
96.04,90.61,77.22,1.28
81.29,61.83,42.26,1.92
95.27,83.33,59.67,1.34
88.41,82.05,53.03,6.86
72.99,54.57,36.99,3.35
95.5,84.69,63.75,1.4
78.26,60.76,38.18,3.31
91.24,83.41,65.34,9.75
30.44,22.35,7.88,39.91
96.49,92.2,78.39,1.27
71.48,53.17,29.71,3.45
96.38,90.61,72.73,1.16
83.1,68.66,42.41,1.86
90.65,83.06,66.27,9.69
94.37,82.21,61.22,1.33
91.45,76.28,57.23,1.54
84.51,70.42,40.94,1.93
83.75,67.92,39.05,1.82
83.1,67.96,40.7,2.22
79.05,59.91,32.78,3.6
68.8,48.51,23.81,3.23
29.09,22.05,10.09,16.06
90.65,82.83,62.38,9.76
10.91,6.14,2.45,36.09
89.6,78.51,59.86,9.79
20.0,14.54,7.13,22.8
91.18,83.37,67.31,2.43
54.77,41.14,26.48,10.66
72.08,56.66,28.48,3.22
79.22,63.38,32.99,2.35
76.09,58.26,39.71,3.66
